#
# $FreeBSD$
#
# Obtained from libiconv-0.13.1
#
0x00	0x0000
0x81A7	0x3012
0x81A8	0x2192
0x81A9	0x2190
0x81AA	0x2191
0x81AB	0x2193
0x81AC	0x3013
0x81AD	0xFF07
0x81AE	0xFF02
0x81AF	0xFF0D
0x81B0	0xFF5E
0x81B1	0x3033
0x81B2	0x3034
0x81B3	0x3035
0x81B4	0x303B
0x81B5	0x303C
0x81B6	0x30FF
0x81B7	0x309F
0x81B8	0x2208
0x81B9	0x220B
0x81BA	0x2286
0x81BB	0x2287
0x81BC	0x2282
0x81BD	0x2283
0x81BE	0x222A
0x81BF	0x2229
0x81C0	0x2284
0x81C1	0x2285
0x81C2	0x228A
0x81C3	0x228B
0x81C4	0x2209
0x81C5	0x2205
0x81C6	0x2305
0x81C7	0x2306
0x81C8	0x2227
0x81C9	0x2228
0x81CA	0x00AC
0x81CB	0x21D2
0x81CC	0x21D4
0x81CD	0x2200
0x81CE	0x2203
0x81CF	0x2295
0x81D0	0x2296
0x81D1	0x2297
0x81D2	0x2225
0x81D3	0x2226
0x81D4	0xFF5F
0x81D5	0xFF60
0x81D6	0x3018
0x81D7	0x3019
0x81D8	0x3016
0x81D9	0x3017
0x81DA	0x2220
0x81DB	0x22A5
0x81DC	0x2312
0x81DD	0x2202
0x81DE	0x2207
0x81DF	0x2261
0x81E0	0x2252
0x81E1	0x226A
0x81E2	0x226B
0x81E3	0x221A
0x81E4	0x223D
0x81E5	0x221D
0x81E6	0x2235
0x81E7	0x222B
0x81E8	0x222C
0x81E9	0x2262
0x81EA	0x2243
0x81EB	0x2245
0x81EC	0x2248
0x81ED	0x2276
0x81EE	0x2277
0x81EF	0x2194
0x81F0	0x212B
0x81F1	0x2030
0x81F2	0x266F
0x81F3	0x266D
0x81F4	0x266A
0x81F5	0x2020
0x81F6	0x2021
0x81F7	0x00B6
0x81F8	0x266E
0x81F9	0x266B
0x81FA	0x266C
0x81FB	0x2669
0x81FC	0x25EF
0x8240	0x25B7
0x8241	0x25B6
0x8242	0x25C1
0x8243	0x25C0
0x8244	0x2197
0x8245	0x2198
0x8246	0x2196
0x8247	0x2199
0x8248	0x21C4
0x8249	0x21E8
0x824A	0x21E6
0x824B	0x21E7
0x824C	0x21E9
0x824D	0x2934
0x824E	0x2935
0x824F	0xFF10
0x8250	0xFF11
0x8251	0xFF12
0x8252	0xFF13
0x8253	0xFF14
0x8254	0xFF15
0x8255	0xFF16
0x8256	0xFF17
0x8257	0xFF18
0x8258	0xFF19
0x8259	0x29BF
0x825A	0x25C9
0x825B	0x303D
0x825C	0xFE46
0x825D	0xFE45
0x825E	0x25E6
0x825F	0x2022
0x8260	0xFF21
0x8261	0xFF22
0x8262	0xFF23
0x8263	0xFF24
0x8264	0xFF25
0x8265	0xFF26
0x8266	0xFF27
0x8267	0xFF28
0x8268	0xFF29
0x8269	0xFF2A
0x826A	0xFF2B
0x826B	0xFF2C
0x826C	0xFF2D
0x826D	0xFF2E
0x826E	0xFF2F
0x826F	0xFF30
0x8270	0xFF31
0x8271	0xFF32
0x8272	0xFF33
0x8273	0xFF34
0x8274	0xFF35
0x8275	0xFF36
0x8276	0xFF37
0x8277	0xFF38
0x8278	0xFF39
0x8279	0xFF3A
0x827A	0x2213
0x827B	0x2135
0x827C	0x210F
0x827D	0x33CB
0x827E	0x2113
0x8280	0x2127
0x8281	0xFF41
0x8282	0xFF42
0x8283	0xFF43
0x8284	0xFF44
0x8285	0xFF45
0x8286	0xFF46
0x8287	0xFF47
0x8288	0xFF48
0x8289	0xFF49
0x828A	0xFF4A
0x828B	0xFF4B
0x828C	0xFF4C
0x828D	0xFF4D
0x828E	0xFF4E
0x828F	0xFF4F
0x8290	0xFF50
0x8291	0xFF51
0x8292	0xFF52
0x8293	0xFF53
0x8294	0xFF54
0x8295	0xFF55
0x8296	0xFF56
0x8297	0xFF57
0x8298	0xFF58
0x8299	0xFF59
0x829A	0xFF5A
0x829B	0x30A0
0x829C	0x2013
0x829D	0x29FA
0x829E	0x29FB
0x829F	0x3041
0x82A0	0x3042
0x82A1	0x3043
0x82A2	0x3044
0x82A3	0x3045
0x82A4	0x3046
0x82A5	0x3047
0x82A6	0x3048
0x82A7	0x3049
0x82A8	0x304A
0x82A9	0x304B
0x82AA	0x304C
0x82AB	0x304D
0x82AC	0x304E
0x82AD	0x304F
0x82AE	0x3050
0x82AF	0x3051
0x82B0	0x3052
0x82B1	0x3053
0x82B2	0x3054
0x82B3	0x3055
0x82B4	0x3056
0x82B5	0x3057
0x82B6	0x3058
0x82B7	0x3059
0x82B8	0x305A
0x82B9	0x305B
0x82BA	0x305C
0x82BB	0x305D
0x82BC	0x305E
0x82BD	0x305F
0x82BE	0x3060
0x82BF	0x3061
0x82C0	0x3062
0x82C1	0x3063
0x82C2	0x3064
0x82C3	0x3065
0x82C4	0x3066
0x82C5	0x3067
0x82C6	0x3068
0x82C7	0x3069
0x82C8	0x306A
0x82C9	0x306B
0x82CA	0x306C
0x82CB	0x306D
0x82CC	0x306E
0x82CD	0x306F
0x82CE	0x3070
0x82CF	0x3071
0x82D0	0x3072
0x82D1	0x3073
0x82D2	0x3074
0x82D3	0x3075
0x82D4	0x3076
0x82D5	0x3077
0x82D6	0x3078
0x82D7	0x3079
0x82D8	0x307A
0x82D9	0x307B
0x82DA	0x307C
0x82DB	0x307D
0x82DC	0x307E
0x82DD	0x307F
0x82DE	0x3080
0x82DF	0x3081
0x82E0	0x3082
0x82E1	0x3083
0x82E2	0x3084
0x82E3	0x3085
0x82E4	0x3086
0x82E5	0x3087
0x82E6	0x3088
0x82E7	0x3089
0x82E8	0x308A
0x82E9	0x308B
0x82EA	0x308C
0x82EB	0x308D
0x82EC	0x308E
0x82ED	0x308F
0x82EE	0x3090
0x82EF	0x3091
0x82F0	0x3092
0x82F1	0x3093
0x82F2	0x3094
0x82F3	0x3095
0x82F4	0x3096
0x82F5	0x304B 0x309A
0x82F6	0x304D 0x309A
0x82F7	0x304F 0x309A
0x82F8	0x3051 0x309A
0x82F9	0x3053 0x309A
0x8340	0x30A1
0x8341	0x30A2
0x8342	0x30A3
0x8343	0x30A4
0x8344	0x30A5
0x8345	0x30A6
0x8346	0x30A7
0x8347	0x30A8
0x8348	0x30A9
0x8349	0x30AA
0x834A	0x30AB
0x834B	0x30AC
0x834C	0x30AD
0x834D	0x30AE
0x834E	0x30AF
0x834F	0x30B0
0x8350	0x30B1
0x8351	0x30B2
0x8352	0x30B3
0x8353	0x30B4
0x8354	0x30B5
0x8355	0x30B6
0x8356	0x30B7
0x8357	0x30B8
0x8358	0x30B9
0x8359	0x30BA
0x835A	0x30BB
0x835B	0x30BC
0x835C	0x30BD
0x835D	0x30BE
0x835E	0x30BF
0x835F	0x30C0
0x8360	0x30C1
0x8361	0x30C2
0x8362	0x30C3
0x8363	0x30C4
0x8364	0x30C5
0x8365	0x30C6
0x8366	0x30C7
0x8367	0x30C8
0x8368	0x30C9
0x8369	0x30CA
0x836A	0x30CB
0x836B	0x30CC
0x836C	0x30CD
0x836D	0x30CE
0x836E	0x30CF
0x836F	0x30D0
0x8370	0x30D1
0x8371	0x30D2
0x8372	0x30D3
0x8373	0x30D4
0x8374	0x30D5
0x8375	0x30D6
0x8376	0x30D7
0x8377	0x30D8
0x8378	0x30D9
0x8379	0x30DA
0x837A	0x30DB
0x837B	0x30DC
0x837C	0x30DD
0x837D	0x30DE
0x837E	0x30DF
0x8380	0x30E0
0x8381	0x30E1
0x8382	0x30E2
0x8383	0x30E3
0x8384	0x30E4
0x8385	0x30E5
0x8386	0x30E6
0x8387	0x30E7
0x8388	0x30E8
0x8389	0x30E9
0x838A	0x30EA
0x838B	0x30EB
0x838C	0x30EC
0x838D	0x30ED
0x838E	0x30EE
0x838F	0x30EF
0x8390	0x30F0
0x8391	0x30F1
0x8392	0x30F2
0x8393	0x30F3
0x8394	0x30F4
0x8395	0x30F5
0x8396	0x30F6
0x8397	0x30AB 0x309A
0x8398	0x30AD 0x309A
0x8399	0x30AF 0x309A
0x839A	0x30B1 0x309A
0x839B	0x30B3 0x309A
0x839C	0x30BB 0x309A
0x839D	0x30C4 0x309A
0x839E	0x30C8 0x309A
0x839F	0x0391
0x83A0	0x0392
0x83A1	0x0393
0x83A2	0x0394
0x83A3	0x0395
0x83A4	0x0396
0x83A5	0x0397
0x83A6	0x0398
0x83A7	0x0399
0x83A8	0x039A
0x83A9	0x039B
0x83AA	0x039C
0x83AB	0x039D
0x83AC	0x039E
0x83AD	0x039F
0x83AE	0x03A0
0x83AF	0x03A1
0x83B0	0x03A3
0x83B1	0x03A4
0x83B2	0x03A5
0x83B3	0x03A6
0x83B4	0x03A7
0x83B5	0x03A8
0x83B6	0x03A9
0x83B7	0x2664
0x83B8	0x2660
0x83B9	0x2662
0x83BA	0x2666
0x83BB	0x2661
0x83BC	0x2665
0x83BD	0x2667
0x83BE	0x2663
0x83BF	0x03B1
0x83C0	0x03B2
0x83C1	0x03B3
0x83C2	0x03B4
0x83C3	0x03B5
0x83C4	0x03B6
0x83C5	0x03B7
0x83C6	0x03B8
0x83C7	0x03B9
0x83C8	0x03BA
0x83C9	0x03BB
0x83CA	0x03BC
0x83CB	0x03BD
0x83CC	0x03BE
0x83CD	0x03BF
0x83CE	0x03C0
0x83CF	0x03C1
0x83D0	0x03C3
0x83D1	0x03C4
0x83D2	0x03C5
0x83D3	0x03C6
0x83D4	0x03C7
0x83D5	0x03C8
0x83D6	0x03C9
0x83D7	0x03C2
0x83D8	0x24F5
0x83D9	0x24F6
0x83DA	0x24F7
0x83DB	0x24F8
0x83DC	0x24F9
0x83DD	0x24FA
0x83DE	0x24FB
0x83DF	0x24FC
0x83E0	0x24FD
0x83E1	0x24FE
0x83E2	0x2616
0x83E3	0x2617
0x83E4	0x3020
0x83E5	0x260E
0x83E6	0x2600
0x83E7	0x2601
0x83E8	0x2602
0x83E9	0x2603
0x83EA	0x2668
0x83EB	0x25B1
0x83EC	0x31F0
0x83ED	0x31F1
0x83EE	0x31F2
0x83EF	0x31F3
0x83F0	0x31F4
0x83F1	0x31F5
0x83F2	0x31F6
0x83F3	0x31F7
0x83F4	0x31F8
0x83F5	0x31F9
0x83F6	0x31F7 0x309A
0x83F7	0x31FA
0x83F8	0x31FB
0x83F9	0x31FC
0x83FA	0x31FD
0x83FB	0x31FE
0x83FC	0x31FF
0x8440	0x0410
0x8441	0x0411
0x8442	0x0412
0x8443	0x0413
0x8444	0x0414
0x8445	0x0415
0x8446	0x0401
0x8447	0x0416
0x8448	0x0417
0x8449	0x0418
0x844A	0x0419
0x844B	0x041A
0x844C	0x041B
0x844D	0x041C
0x844E	0x041D
0x844F	0x041E
0x8450	0x041F
0x8451	0x0420
0x8452	0x0421
0x8453	0x0422
0x8454	0x0423
0x8455	0x0424
0x8456	0x0425
0x8457	0x0426
0x8458	0x0427
0x8459	0x0428
0x845A	0x0429
0x845B	0x042A
0x845C	0x042B
0x845D	0x042C
0x845E	0x042D
0x845F	0x042E
0x8460	0x042F
0x8461	0x23BE
0x8462	0x23BF
0x8463	0x23C0
0x8464	0x23C1
0x8465	0x23C2
0x8466	0x23C3
0x8467	0x23C4
0x8468	0x23C5
0x8469	0x23C6
0x846A	0x23C7
0x846B	0x23C8
0x846C	0x23C9
0x846D	0x23CA
0x846E	0x23CB
0x846F	0x23CC
0x8470	0x0430
0x8471	0x0431
0x8472	0x0432
0x8473	0x0433
0x8474	0x0434
0x8475	0x0435
0x8476	0x0451
0x8477	0x0436
0x8478	0x0437
0x8479	0x0438
0x847A	0x0439
0x847B	0x043A
0x847C	0x043B
0x847D	0x043C
0x847E	0x043D
0x8480	0x043E
0x8481	0x043F
0x8482	0x0440
0x8483	0x0441
0x8484	0x0442
0x8485	0x0443
0x8486	0x0444
0x8487	0x0445
0x8488	0x0446
0x8489	0x0447
0x848A	0x0448
0x848B	0x0449
0x848C	0x044A
0x848D	0x044B
0x848E	0x044C
0x848F	0x044D
0x8490	0x044E
0x8491	0x044F
0x8492	0x30F7
0x8493	0x30F8
0x8494	0x30F9
0x8495	0x30FA
0x8496	0x22DA
0x8497	0x22DB
0x8498	0x2153
0x8499	0x2154
0x849A	0x2155
0x849B	0x2713
0x849C	0x2318
0x849D	0x2423
0x849E	0x23CE
0x849F	0x2500
0x84A0	0x2502
0x84A1	0x250C
0x84A2	0x2510
0x84A3	0x2518
0x84A4	0x2514
0x84A5	0x251C
0x84A6	0x252C
0x84A7	0x2524
0x84A8	0x2534
0x84A9	0x253C
0x84AA	0x2501
0x84AB	0x2503
0x84AC	0x250F
0x84AD	0x2513
0x84AE	0x251B
0x84AF	0x2517
0x84B0	0x2523
0x84B1	0x2533
0x84B2	0x252B
0x84B3	0x253B
0x84B4	0x254B
0x84B5	0x2520
0x84B6	0x252F
0x84B7	0x2528
0x84B8	0x2537
0x84B9	0x253F
0x84BA	0x251D
0x84BB	0x2530
0x84BC	0x2525
0x84BD	0x2538
0x84BE	0x2542
0x84BF	0x3251
0x84C0	0x3252
0x84C1	0x3253
0x84C2	0x3254
0x84C3	0x3255
0x84C4	0x3256
0x84C5	0x3257
0x84C6	0x3258
0x84C7	0x3259
0x84C8	0x325A
0x84C9	0x325B
0x84CA	0x325C
0x84CB	0x325D
0x84CC	0x325E
0x84CD	0x325F
0x84CE	0x32B1
0x84CF	0x32B2
0x84D0	0x32B3
0x84D1	0x32B4
0x84D2	0x32B5
0x84D3	0x32B6
0x84D4	0x32B7
0x84D5	0x32B8
0x84D6	0x32B9
0x84D7	0x32BA
0x84D8	0x32BB
0x84D9	0x32BC
0x84DA	0x32BD
0x84DB	0x32BE
0x84DC	0x32BF
0x84E5	0x25D0
0x84E6	0x25D1
0x84E7	0x25D2
0x84E8	0x25D3
0x84E9	0x203C
0x84EA	0x2047
0x84EB	0x2048
0x84EC	0x2049
0x84ED	0x01CD
0x84EE	0x01CE
0x84EF	0x01D0
0x84F0	0x1E3E
0x84F1	0x1E3F
0x84F2	0x01F8
0x84F3	0x01F9
0x84F4	0x01D1
0x84F5	0x01D2
0x84F6	0x01D4
0x84F7	0x01D6
0x84F8	0x01D8
0x84F9	0x01DA
0x84FA	0x01DC
0x8540	0x20AC
0x8541	0x00A0
0x8542	0x00A1
0x8543	0x00A4
0x8544	0x00A6
0x8545	0x00A9
0x8546	0x00AA
0x8547	0x00AB
0x8548	0x00AD
0x8549	0x00AE
0x854A	0x00AF
0x854B	0x00B2
0x854C	0x00B3
0x854D	0x00B7
0x854E	0x00B8
0x854F	0x00B9
0x8550	0x00BA
0x8551	0x00BB
0x8552	0x00BC
0x8553	0x00BD
0x8554	0x00BE
0x8555	0x00BF
0x8556	0x00C0
0x8557	0x00C1
0x8558	0x00C2
0x8559	0x00C3
0x855A	0x00C4
0x855B	0x00C5
0x855C	0x00C6
0x855D	0x00C7
0x855E	0x00C8
0x855F	0x00C9
0x8560	0x00CA
0x8561	0x00CB
0x8562	0x00CC
0x8563	0x00CD
0x8564	0x00CE
0x8565	0x00CF
0x8566	0x00D0
0x8567	0x00D1
0x8568	0x00D2
0x8569	0x00D3
0x856A	0x00D4
0x856B	0x00D5
0x856C	0x00D6
0x856D	0x00D8
0x856E	0x00D9
0x856F	0x00DA
0x8570	0x00DB
0x8571	0x00DC
0x8572	0x00DD
0x8573	0x00DE
0x8574	0x00DF
0x8575	0x00E0
0x8576	0x00E1
0x8577	0x00E2
0x8578	0x00E3
0x8579	0x00E4
0x857A	0x00E5
0x857B	0x00E6
0x857C	0x00E7
0x857D	0x00E8
0x857E	0x00E9
0x8580	0x00EA
0x8581	0x00EB
0x8582	0x00EC
0x8583	0x00ED
0x8584	0x00EE
0x8585	0x00EF
0x8586	0x00F0
0x8587	0x00F1
0x8588	0x00F2
0x8589	0x00F3
0x858A	0x00F4
0x858B	0x00F5
0x858C	0x00F6
0x858D	0x00F8
0x858E	0x00F9
0x858F	0x00FA
0x8590	0x00FB
0x8591	0x00FC
0x8592	0x00FD
0x8593	0x00FE
0x8594	0x00FF
0x8595	0x0100
0x8596	0x012A
0x8597	0x016A
0x8598	0x0112
0x8599	0x014C
0x859A	0x0101
0x859B	0x012B
0x859C	0x016B
0x859D	0x0113
0x859E	0x014D
0x859F	0x0104
0x85A0	0x02D8
0x85A1	0x0141
0x85A2	0x013D
0x85A3	0x015A
0x85A4	0x0160
0x85A5	0x015E
0x85A6	0x0164
0x85A7	0x0179
0x85A8	0x017D
0x85A9	0x017B
0x85AA	0x0105
0x85AB	0x02DB
0x85AC	0x0142
0x85AD	0x013E
0x85AE	0x015B
0x85AF	0x02C7
0x85B0	0x0161
0x85B1	0x015F
0x85B2	0x0165
0x85B3	0x017A
0x85B4	0x02DD
0x85B5	0x017E
0x85B6	0x017C
0x85B7	0x0154
0x85B8	0x0102
0x85B9	0x0139
0x85BA	0x0106
0x85BB	0x010C
0x85BC	0x0118
0x85BD	0x011A
0x85BE	0x010E
0x85BF	0x0143
0x85C0	0x0147
0x85C1	0x0150
0x85C2	0x0158
0x85C3	0x016E
0x85C4	0x0170
0x85C5	0x0162
0x85C6	0x0155
0x85C7	0x0103
0x85C8	0x013A
0x85C9	0x0107
0x85CA	0x010D
0x85CB	0x0119
0x85CC	0x011B
0x85CD	0x010F
0x85CE	0x0111
0x85CF	0x0144
0x85D0	0x0148
0x85D1	0x0151
0x85D2	0x0159
0x85D3	0x016F
0x85D4	0x0171
0x85D5	0x0163
0x85D6	0x02D9
0x85D7	0x0108
0x85D8	0x011C
0x85D9	0x0124
0x85DA	0x0134
0x85DB	0x015C
0x85DC	0x016C
0x85DD	0x0109
0x85DE	0x011D
0x85DF	0x0125
0x85E0	0x0135
0x85E1	0x015D
0x85E2	0x016D
0x85E3	0x0271
0x85E4	0x028B
0x85E5	0x027E
0x85E6	0x0283
0x85E7	0x0292
0x85E8	0x026C
0x85E9	0x026E
0x85EA	0x0279
0x85EB	0x0288
0x85EC	0x0256
0x85ED	0x0273
0x85EE	0x027D
0x85EF	0x0282
0x85F0	0x0290
0x85F1	0x027B
0x85F2	0x026D
0x85F3	0x025F
0x85F4	0x0272
0x85F5	0x029D
0x85F6	0x028E
0x85F7	0x0261
0x85F8	0x014B
0x85F9	0x0270
0x85FA	0x0281
0x85FB	0x0127
0x85FC	0x0295
0x8640	0x0294
0x8641	0x0266
0x8642	0x0298
0x8643	0x01C2
0x8644	0x0253
0x8645	0x0257
0x8646	0x0284
0x8647	0x0260
0x8648	0x0193
0x8649	0x0153
0x864A	0x0152
0x864B	0x0268
0x864C	0x0289
0x864D	0x0258
0x864E	0x0275
0x864F	0x0259
0x8650	0x025C
0x8651	0x025E
0x8652	0x0250
0x8653	0x026F
0x8654	0x028A
0x8655	0x0264
0x8656	0x028C
0x8657	0x0254
0x8658	0x0251
0x8659	0x0252
0x865A	0x028D
0x865B	0x0265
0x865C	0x02A2
0x865D	0x02A1
0x865E	0x0255
0x865F	0x0291
0x8660	0x027A
0x8661	0x0267
0x8662	0x025A
0x8663	0x00E6 0x0300
0x8664	0x01FD
0x8665	0x1F70
0x8666	0x1F71
0x8667	0x0254 0x0300
0x8668	0x0254 0x0301
0x8669	0x028C 0x0300
0x866A	0x028C 0x0301
0x866B	0x0259 0x0300
0x866C	0x0259 0x0301
0x866D	0x025A 0x0300
0x866E	0x025A 0x0301
0x866F	0x1F72
0x8670	0x1F73
0x8671	0x0361
0x8672	0x02C8
0x8673	0x02CC
0x8674	0x02D0
0x8675	0x02D1
0x8676	0x0306
0x8677	0x203F
0x8678	0x030B
0x8679	0x0301
0x867A	0x0304
0x867B	0x0300
0x867C	0x030F
0x867D	0x030C
0x867E	0x0302
0x8680	0x02E5
0x8681	0x02E6
0x8682	0x02E7
0x8683	0x02E8
0x8684	0x02E9
0x8685	0x02E9 0x02E5
0x8686	0x02E5 0x02E9
0x8687	0x0325
0x8688	0x032C
0x8689	0x0339
0x868A	0x031C
0x868B	0x031F
0x868C	0x0320
0x868D	0x0308
0x868E	0x033D
0x868F	0x0329
0x8690	0x032F
0x8691	0x02DE
0x8692	0x0324
0x8693	0x0330
0x8694	0x033C
0x8695	0x0334
0x8696	0x031D
0x8697	0x031E
0x8698	0x0318
0x8699	0x0319
0x869A	0x032A
0x869B	0x033A
0x869C	0x033B
0x869D	0x0303
0x869E	0x031A
0x869F	0x2776
0x86A0	0x2777
0x86A1	0x2778
0x86A2	0x2779
0x86A3	0x277A
0x86A4	0x277B
0x86A5	0x277C
0x86A6	0x277D
0x86A7	0x277E
0x86A8	0x277F
0x86A9	0x24EB
0x86AA	0x24EC
0x86AB	0x24ED
0x86AC	0x24EE
0x86AD	0x24EF
0x86AE	0x24F0
0x86AF	0x24F1
0x86B0	0x24F2
0x86B1	0x24F3
0x86B2	0x24F4
0x86B3	0x2170
0x86B4	0x2171
0x86B5	0x2172
0x86B6	0x2173
0x86B7	0x2174
0x86B8	0x2175
0x86B9	0x2176
0x86BA	0x2177
0x86BB	0x2178
0x86BC	0x2179
0x86BD	0x217A
0x86BE	0x217B
0x86BF	0x24D0
0x86C0	0x24D1
0x86C1	0x24D2
0x86C2	0x24D3
0x86C3	0x24D4
0x86C4	0x24D5
0x86C5	0x24D6
0x86C6	0x24D7
0x86C7	0x24D8
0x86C8	0x24D9
0x86C9	0x24DA
0x86CA	0x24DB
0x86CB	0x24DC
0x86CC	0x24DD
0x86CD	0x24DE
0x86CE	0x24DF
0x86CF	0x24E0
0x86D0	0x24E1
0x86D1	0x24E2
0x86D2	0x24E3
0x86D3	0x24E4
0x86D4	0x24E5
0x86D5	0x24E6
0x86D6	0x24E7
0x86D7	0x24E8
0x86D8	0x24E9
0x86D9	0x32D0
0x86DA	0x32D1
0x86DB	0x32D2
0x86DC	0x32D3
0x86DD	0x32D4
0x86DE	0x32D5
0x86DF	0x32D6
0x86E0	0x32D7
0x86E1	0x32D8
0x86E2	0x32D9
0x86E3	0x32DA
0x86E4	0x32DB
0x86E5	0x32DC
0x86E6	0x32DD
0x86E7	0x32DE
0x86E8	0x32DF
0x86E9	0x32E0
0x86EA	0x32E1
0x86EB	0x32E2
0x86EC	0x32E3
0x86ED	0x32FA
0x86EE	0x32E9
0x86EF	0x32E5
0x86F0	0x32ED
0x86F1	0x32EC
0x86FB	0x2051
0x86FC	0x2042
0x8740	0x2460
0x8741	0x2461
0x8742	0x2462
0x8743	0x2463
0x8744	0x2464
0x8745	0x2465
0x8746	0x2466
0x8747	0x2467
0x8748	0x2468
0x8749	0x2469
0x874A	0x246A
0x874B	0x246B
0x874C	0x246C
0x874D	0x246D
0x874E	0x246E
0x874F	0x246F
0x8750	0x2470
0x8751	0x2471
0x8752	0x2472
0x8753	0x2473
0x8754	0x2160
0x8755	0x2161
0x8756	0x2162
0x8757	0x2163
0x8758	0x2164
0x8759	0x2165
0x875A	0x2166
0x875B	0x2167
0x875C	0x2168
0x875D	0x2169
0x875E	0x216A
0x875F	0x3349
0x8760	0x3314
0x8761	0x3322
0x8762	0x334D
0x8763	0x3318
0x8764	0x3327
0x8765	0x3303
0x8766	0x3336
0x8767	0x3351
0x8768	0x3357
0x8769	0x330D
0x876A	0x3326
