#
# $FreeBSD$
#
#    Name:     cp949 to Unicode table
#    Unicode version: 2.0
#    Table version: 2.01
#    Table format:  Format A
#    Date:          1/7/2000
#
#    Contact:       Shawn.Steele@microsoft.com
#
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the cp949 code (in hex)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in cp949 order
#
0x00	0x0000	#NULL
0xBC	      	#DBCS LEAD BYTE
0xBD	      	#DBCS LEAD BYTE
0xBE	      	#DBCS LEAD BYTE
0xBF	      	#DBCS LEAD BYTE
0xC0	      	#DBCS LEAD BYTE
0xC1	      	#DBCS LEAD BYTE
0xC2	      	#DBCS LEAD BYTE
0xC3	      	#DBCS LEAD BYTE
0xC4	      	#DBCS LEAD BYTE
0xC5	      	#DBCS LEAD BYTE
0xC6	      	#DBCS LEAD BYTE
0xC7	      	#DBCS LEAD BYTE
0xC8	      	#DBCS LEAD BYTE
0xC9	      	#DBCS LEAD BYTE
0xCA	      	#DBCS LEAD BYTE
0xCB	      	#DBCS LEAD BYTE
0xCC	      	#DBCS LEAD BYTE
0xCD	      	#DBCS LEAD BYTE
0xCE	      	#DBCS LEAD BYTE
0xCF	      	#DBCS LEAD BYTE
0xD0	      	#DBCS LEAD BYTE
0xD1	      	#DBCS LEAD BYTE
0xD2	      	#DBCS LEAD BYTE
0xD3	      	#DBCS LEAD BYTE
0xD4	      	#DBCS LEAD BYTE
0xD5	      	#DBCS LEAD BYTE
0xD6	      	#DBCS LEAD BYTE
0xD7	      	#DBCS LEAD BYTE
0xD8	      	#DBCS LEAD BYTE
0xD9	      	#DBCS LEAD BYTE
0xDA	      	#DBCS LEAD BYTE
0xDB	      	#DBCS LEAD BYTE
0xDC	      	#DBCS LEAD BYTE
0xDD	      	#DBCS LEAD BYTE
0xDE	      	#DBCS LEAD BYTE
0xDF	      	#DBCS LEAD BYTE
0xE0	      	#DBCS LEAD BYTE
0xE1	      	#DBCS LEAD BYTE
0xE2	      	#DBCS LEAD BYTE
0xE3	      	#DBCS LEAD BYTE
0xE4	      	#DBCS LEAD BYTE
0xE5	      	#DBCS LEAD BYTE
0xE6	      	#DBCS LEAD BYTE
0xE7	      	#DBCS LEAD BYTE
0xE8	      	#DBCS LEAD BYTE
0xE9	      	#DBCS LEAD BYTE
0xEA	      	#DBCS LEAD BYTE
0xEB	      	#DBCS LEAD BYTE
0xEC	      	#DBCS LEAD BYTE
0xED	      	#DBCS LEAD BYTE
0xEE	      	#DBCS LEAD BYTE
0xEF	      	#DBCS LEAD BYTE
0xF0	      	#DBCS LEAD BYTE
0xF1	      	#DBCS LEAD BYTE
0xF2	      	#DBCS LEAD BYTE
0xF3	      	#DBCS LEAD BYTE
0xF4	      	#DBCS LEAD BYTE
0xF5	      	#DBCS LEAD BYTE
0xF6	      	#DBCS LEAD BYTE
0xF7	      	#DBCS LEAD BYTE
0xF8	      	#DBCS LEAD BYTE
0xF9	      	#DBCS LEAD BYTE
0xFA	      	#DBCS LEAD BYTE
0xFB	      	#DBCS LEAD BYTE
0xFC	      	#DBCS LEAD BYTE
0xFD	      	#DBCS LEAD BYTE
0xFE	      	#DBCS LEAD BYTE
0xFF	      	#UNDEFINED
0x8141	0xAC02	#HANGUL SYLLABLE KIYEOK A SSANGKIYEOK
0x8142	0xAC03	#HANGUL SYLLABLE KIYEOK A KIYEOKSIOS
0x8143	0xAC05	#HANGUL SYLLABLE KIYEOK A NIEUNCIEUC
0x8144	0xAC06	#HANGUL SYLLABLE KIYEOK A NIEUNHIEUH
0x8145	0xAC0B	#HANGUL SYLLABLE KIYEOK A RIEULPIEUP
0x8146	0xAC0C	#HANGUL SYLLABLE KIYEOK A RIEULSIOS
0x8147	0xAC0D	#HANGUL SYLLABLE KIYEOK A RIEULTHIEUTH
0x8148	0xAC0E	#HANGUL SYLLABLE KIYEOK A RIEULPHIEUPH
0x8149	0xAC0F	#HANGUL SYLLABLE KIYEOK A RIEULHIEUH
0x814A	0xAC18	#HANGUL SYLLABLE KIYEOK A KHIEUKH
0x814B	0xAC1E	#HANGUL SYLLABLE KIYEOK AE SSANGKIYEOK
0x814C	0xAC1F	#HANGUL SYLLABLE KIYEOK AE KIYEOKSIOS
0x814D	0xAC21	#HANGUL SYLLABLE KIYEOK AE NIEUNCIEUC
0x814E	0xAC22	#HANGUL SYLLABLE KIYEOK AE NIEUNHIEUH
0x814F	0xAC23	#HANGUL SYLLABLE KIYEOK AE TIKEUT
0x8150	0xAC25	#HANGUL SYLLABLE KIYEOK AE RIEULKIYEOK
0x8151	0xAC26	#HANGUL SYLLABLE KIYEOK AE RIEULMIEUM
0x8152	0xAC27	#HANGUL SYLLABLE KIYEOK AE RIEULPIEUP
0x8153	0xAC28	#HANGUL SYLLABLE KIYEOK AE RIEULSIOS
0x8154	0xAC29	#HANGUL SYLLABLE KIYEOK AE RIEULTHIEUTH
0x8155	0xAC2A	#HANGUL SYLLABLE KIYEOK AE RIEULPHIEUPH
0x8156	0xAC2B	#HANGUL SYLLABLE KIYEOK AE RIEULHIEUH
0x8157	0xAC2E	#HANGUL SYLLABLE KIYEOK AE PIEUPSIOS
0x8158	0xAC32	#HANGUL SYLLABLE KIYEOK AE CIEUC
0x8159	0xAC33	#HANGUL SYLLABLE KIYEOK AE CHIEUCH
0x815A	0xAC34	#HANGUL SYLLABLE KIYEOK AE KHIEUKH
0x8161	0xAC35	#HANGUL SYLLABLE KIYEOK AE THIEUTH
0x8162	0xAC36	#HANGUL SYLLABLE KIYEOK AE PHIEUPH
0x8163	0xAC37	#HANGUL SYLLABLE KIYEOK AE HIEUH
0x8164	0xAC3A	#HANGUL SYLLABLE KIYEOK YA SSANGKIYEOK
0x8165	0xAC3B	#HANGUL SYLLABLE KIYEOK YA KIYEOKSIOS
0x8166	0xAC3D	#HANGUL SYLLABLE KIYEOK YA NIEUNCIEUC
0x8167	0xAC3E	#HANGUL SYLLABLE KIYEOK YA NIEUNHIEUH
0x8168	0xAC3F	#HANGUL SYLLABLE KIYEOK YA TIKEUT
0x8169	0xAC41	#HANGUL SYLLABLE KIYEOK YA RIEULKIYEOK
0x816A	0xAC42	#HANGUL SYLLABLE KIYEOK YA RIEULMIEUM
0x816B	0xAC43	#HANGUL SYLLABLE KIYEOK YA RIEULPIEUP
0x816C	0xAC44	#HANGUL SYLLABLE KIYEOK YA RIEULSIOS
0x816D	0xAC45	#HANGUL SYLLABLE KIYEOK YA RIEULTHIEUTH
0x816E	0xAC46	#HANGUL SYLLABLE KIYEOK YA RIEULPHIEUPH
0x816F	0xAC47	#HANGUL SYLLABLE KIYEOK YA RIEULHIEUH
0x8170	0xAC48	#HANGUL SYLLABLE KIYEOK YA MIEUM
0x8171	0xAC49	#HANGUL SYLLABLE KIYEOK YA PIEUP
0x8172	0xAC4A	#HANGUL SYLLABLE KIYEOK YA PIEUPSIOS
0x8173	0xAC4C	#HANGUL SYLLABLE KIYEOK YA SSANGSIOS
0x8174	0xAC4E	#HANGUL SYLLABLE KIYEOK YA CIEUC
0x8175	0xAC4F	#HANGUL SYLLABLE KIYEOK YA CHIEUCH
0x8176	0xAC50	#HANGUL SYLLABLE KIYEOK YA KHIEUKH
0x8177	0xAC51	#HANGUL SYLLABLE KIYEOK YA THIEUTH
0x8178	0xAC52	#HANGUL SYLLABLE KIYEOK YA PHIEUPH
0x8179	0xAC53	#HANGUL SYLLABLE KIYEOK YA HIEUH
0x817A	0xAC55	#HANGUL SYLLABLE KIYEOK YAE KIYEOK
0x8181	0xAC56	#HANGUL SYLLABLE KIYEOK YAE SSANGKIYEOK
0x8182	0xAC57	#HANGUL SYLLABLE KIYEOK YAE KIYEOKSIOS
0x8183	0xAC59	#HANGUL SYLLABLE KIYEOK YAE NIEUNCIEUC
0x8184	0xAC5A	#HANGUL SYLLABLE KIYEOK YAE NIEUNHIEUH
0x8185	0xAC5B	#HANGUL SYLLABLE KIYEOK YAE TIKEUT
0x8186	0xAC5D	#HANGUL SYLLABLE KIYEOK YAE RIEULKIYEOK
0x8187	0xAC5E	#HANGUL SYLLABLE KIYEOK YAE RIEULMIEUM
0x8188	0xAC5F	#HANGUL SYLLABLE KIYEOK YAE RIEULPIEUP
0x8189	0xAC60	#HANGUL SYLLABLE KIYEOK YAE RIEULSIOS
0x818A	0xAC61	#HANGUL SYLLABLE KIYEOK YAE RIEULTHIEUTH
0x818B	0xAC62	#HANGUL SYLLABLE KIYEOK YAE RIEULPHIEUPH
0x818C	0xAC63	#HANGUL SYLLABLE KIYEOK YAE RIEULHIEUH
0x818D	0xAC64	#HANGUL SYLLABLE KIYEOK YAE MIEUM
0x818E	0xAC65	#HANGUL SYLLABLE KIYEOK YAE PIEUP
0x818F	0xAC66	#HANGUL SYLLABLE KIYEOK YAE PIEUPSIOS
0x8190	0xAC67	#HANGUL SYLLABLE KIYEOK YAE SIOS
0x8191	0xAC68	#HANGUL SYLLABLE KIYEOK YAE SSANGSIOS
0x8192	0xAC69	#HANGUL SYLLABLE KIYEOK YAE IEUNG
0x8193	0xAC6A	#HANGUL SYLLABLE KIYEOK YAE CIEUC
0x8194	0xAC6B	#HANGUL SYLLABLE KIYEOK YAE CHIEUCH
0x8195	0xAC6C	#HANGUL SYLLABLE KIYEOK YAE KHIEUKH
0x8196	0xAC6D	#HANGUL SYLLABLE KIYEOK YAE THIEUTH
0x8197	0xAC6E	#HANGUL SYLLABLE KIYEOK YAE PHIEUPH
0x8198	0xAC6F	#HANGUL SYLLABLE KIYEOK YAE HIEUH
0x8199	0xAC72	#HANGUL SYLLABLE KIYEOK EO SSANGKIYEOK
0x819A	0xAC73	#HANGUL SYLLABLE KIYEOK EO KIYEOKSIOS
0x819B	0xAC75	#HANGUL SYLLABLE KIYEOK EO NIEUNCIEUC
0x819C	0xAC76	#HANGUL SYLLABLE KIYEOK EO NIEUNHIEUH
0x819D	0xAC79	#HANGUL SYLLABLE KIYEOK EO RIEULKIYEOK
0x819E	0xAC7B	#HANGUL SYLLABLE KIYEOK EO RIEULPIEUP
0x819F	0xAC7C	#HANGUL SYLLABLE KIYEOK EO RIEULSIOS
0x81A0	0xAC7D	#HANGUL SYLLABLE KIYEOK EO RIEULTHIEUTH
0x81A1	0xAC7E	#HANGUL SYLLABLE KIYEOK EO RIEULPHIEUPH
0x81A2	0xAC7F	#HANGUL SYLLABLE KIYEOK EO RIEULHIEUH
0x81A3	0xAC82	#HANGUL SYLLABLE KIYEOK EO PIEUPSIOS
0x81A4	0xAC87	#HANGUL SYLLABLE KIYEOK EO CHIEUCH
0x81A5	0xAC88	#HANGUL SYLLABLE KIYEOK EO KHIEUKH
0x81A6	0xAC8D	#HANGUL SYLLABLE KIYEOK E KIYEOK
0x81A7	0xAC8E	#HANGUL SYLLABLE KIYEOK E SSANGKIYEOK
0x81A8	0xAC8F	#HANGUL SYLLABLE KIYEOK E KIYEOKSIOS
0x81A9	0xAC91	#HANGUL SYLLABLE KIYEOK E NIEUNCIEUC
0x81AA	0xAC92	#HANGUL SYLLABLE KIYEOK E NIEUNHIEUH
0x81AB	0xAC93	#HANGUL SYLLABLE KIYEOK E TIKEUT
0x81AC	0xAC95	#HANGUL SYLLABLE KIYEOK E RIEULKIYEOK
0x81AD	0xAC96	#HANGUL SYLLABLE KIYEOK E RIEULMIEUM
0x81AE	0xAC97	#HANGUL SYLLABLE KIYEOK E RIEULPIEUP
0x81AF	0xAC98	#HANGUL SYLLABLE KIYEOK E RIEULSIOS
0x81B0	0xAC99	#HANGUL SYLLABLE KIYEOK E RIEULTHIEUTH
0x81B1	0xAC9A	#HANGUL SYLLABLE KIYEOK E RIEULPHIEUPH
0x81B2	0xAC9B	#HANGUL SYLLABLE KIYEOK E RIEULHIEUH
0x81B3	0xAC9E	#HANGUL SYLLABLE KIYEOK E PIEUPSIOS
0x81B4	0xACA2	#HANGUL SYLLABLE KIYEOK E CIEUC
0x81B5	0xACA3	#HANGUL SYLLABLE KIYEOK E CHIEUCH
0x81B6	0xACA4	#HANGUL SYLLABLE KIYEOK E KHIEUKH
0x81B7	0xACA5	#HANGUL SYLLABLE KIYEOK E THIEUTH
0x81B8	0xACA6	#HANGUL SYLLABLE KIYEOK E PHIEUPH
0x81B9	0xACA7	#HANGUL SYLLABLE KIYEOK E HIEUH
0x81BA	0xACAB	#HANGUL SYLLABLE KIYEOK YEO KIYEOKSIOS
0x81BB	0xACAD	#HANGUL SYLLABLE KIYEOK YEO NIEUNCIEUC
0x81BC	0xACAE	#HANGUL SYLLABLE KIYEOK YEO NIEUNHIEUH
0x81BD	0xACB1	#HANGUL SYLLABLE KIYEOK YEO RIEULKIYEOK
0x81BE	0xACB2	#HANGUL SYLLABLE KIYEOK YEO RIEULMIEUM
0x81BF	0xACB3	#HANGUL SYLLABLE KIYEOK YEO RIEULPIEUP
0x81C0	0xACB4	#HANGUL SYLLABLE KIYEOK YEO RIEULSIOS
0x81C1	0xACB5	#HANGUL SYLLABLE KIYEOK YEO RIEULTHIEUTH
0x81C2	0xACB6	#HANGUL SYLLABLE KIYEOK YEO RIEULPHIEUPH
0x81C3	0xACB7	#HANGUL SYLLABLE KIYEOK YEO RIEULHIEUH
0x81C4	0xACBA	#HANGUL SYLLABLE KIYEOK YEO PIEUPSIOS
0x81C5	0xACBE	#HANGUL SYLLABLE KIYEOK YEO CIEUC
0x81C6	0xACBF	#HANGUL SYLLABLE KIYEOK YEO CHIEUCH
0x81C7	0xACC0	#HANGUL SYLLABLE KIYEOK YEO KHIEUKH
0x81C8	0xACC2	#HANGUL SYLLABLE KIYEOK YEO PHIEUPH
0x81C9	0xACC3	#HANGUL SYLLABLE KIYEOK YEO HIEUH
0x81CA	0xACC5	#HANGUL SYLLABLE KIYEOK YE KIYEOK
0x81CB	0xACC6	#HANGUL SYLLABLE KIYEOK YE SSANGKIYEOK
0x81CC	0xACC7	#HANGUL SYLLABLE KIYEOK YE KIYEOKSIOS
0x81CD	0xACC9	#HANGUL SYLLABLE KIYEOK YE NIEUNCIEUC
0x81CE	0xACCA	#HANGUL SYLLABLE KIYEOK YE NIEUNHIEUH
0x81CF	0xACCB	#HANGUL SYLLABLE KIYEOK YE TIKEUT
0x81D0	0xACCD	#HANGUL SYLLABLE KIYEOK YE RIEULKIYEOK
0x81D1	0xACCE	#HANGUL SYLLABLE KIYEOK YE RIEULMIEUM
0x81D2	0xACCF	#HANGUL SYLLABLE KIYEOK YE RIEULPIEUP
0x81D3	0xACD0	#HANGUL SYLLABLE KIYEOK YE RIEULSIOS
0x81D4	0xACD1	#HANGUL SYLLABLE KIYEOK YE RIEULTHIEUTH
0x81D5	0xACD2	#HANGUL SYLLABLE KIYEOK YE RIEULPHIEUPH
0x81D6	0xACD3	#HANGUL SYLLABLE KIYEOK YE RIEULHIEUH
0x81D7	0xACD4	#HANGUL SYLLABLE KIYEOK YE MIEUM
0x81D8	0xACD6	#HANGUL SYLLABLE KIYEOK YE PIEUPSIOS
0x81D9	0xACD8	#HANGUL SYLLABLE KIYEOK YE SSANGSIOS
0x81DA	0xACD9	#HANGUL SYLLABLE KIYEOK YE IEUNG
0x81DB	0xACDA	#HANGUL SYLLABLE KIYEOK YE CIEUC
0x81DC	0xACDB	#HANGUL SYLLABLE KIYEOK YE CHIEUCH
0x81DD	0xACDC	#HANGUL SYLLABLE KIYEOK YE KHIEUKH
0x81DE	0xACDD	#HANGUL SYLLABLE KIYEOK YE THIEUTH
0x81DF	0xACDE	#HANGUL SYLLABLE KIYEOK YE PHIEUPH
0x81E0	0xACDF	#HANGUL SYLLABLE KIYEOK YE HIEUH
0x81E1	0xACE2	#HANGUL SYLLABLE KIYEOK O SSANGKIYEOK
0x81E2	0xACE3	#HANGUL SYLLABLE KIYEOK O KIYEOKSIOS
0x81E3	0xACE5	#HANGUL SYLLABLE KIYEOK O NIEUNCIEUC
0x81E4	0xACE6	#HANGUL SYLLABLE KIYEOK O NIEUNHIEUH
0x81E5	0xACE9	#HANGUL SYLLABLE KIYEOK O RIEULKIYEOK
0x81E6	0xACEB	#HANGUL SYLLABLE KIYEOK O RIEULPIEUP
0x81E7	0xACED	#HANGUL SYLLABLE KIYEOK O RIEULTHIEUTH
0x81E8	0xACEE	#HANGUL SYLLABLE KIYEOK O RIEULPHIEUPH
0x81E9	0xACF2	#HANGUL SYLLABLE KIYEOK O PIEUPSIOS
0x81EA	0xACF4	#HANGUL SYLLABLE KIYEOK O SSANGSIOS
0x81EB	0xACF7	#HANGUL SYLLABLE KIYEOK O CHIEUCH
0x81EC	0xACF8	#HANGUL SYLLABLE KIYEOK O KHIEUKH
0x81ED	0xACF9	#HANGUL SYLLABLE KIYEOK O THIEUTH
0x81EE	0xACFA	#HANGUL SYLLABLE KIYEOK O PHIEUPH
0x81EF	0xACFB	#HANGUL SYLLABLE KIYEOK O HIEUH
0x81F0	0xACFE	#HANGUL SYLLABLE KIYEOK WA SSANGKIYEOK
0x81F1	0xACFF	#HANGUL SYLLABLE KIYEOK WA KIYEOKSIOS
0x81F2	0xAD01	#HANGUL SYLLABLE KIYEOK WA NIEUNCIEUC
0x81F3	0xAD02	#HANGUL SYLLABLE KIYEOK WA NIEUNHIEUH
0x81F4	0xAD03	#HANGUL SYLLABLE KIYEOK WA TIKEUT
0x81F5	0xAD05	#HANGUL SYLLABLE KIYEOK WA RIEULKIYEOK
0x81F6	0xAD07	#HANGUL SYLLABLE KIYEOK WA RIEULPIEUP
0x81F7	0xAD08	#HANGUL SYLLABLE KIYEOK WA RIEULSIOS
0x81F8	0xAD09	#HANGUL SYLLABLE KIYEOK WA RIEULTHIEUTH
0x81F9	0xAD0A	#HANGUL SYLLABLE KIYEOK WA RIEULPHIEUPH
0x81FA	0xAD0B	#HANGUL SYLLABLE KIYEOK WA RIEULHIEUH
0x81FB	0xAD0E	#HANGUL SYLLABLE KIYEOK WA PIEUPSIOS
0x81FC	0xAD10	#HANGUL SYLLABLE KIYEOK WA SSANGSIOS
0x81FD	0xAD12	#HANGUL SYLLABLE KIYEOK WA CIEUC
0x81FE	0xAD13	#HANGUL SYLLABLE KIYEOK WA CHIEUCH
0x8241	0xAD14	#HANGUL SYLLABLE KIYEOK WA KHIEUKH
0x8242	0xAD15	#HANGUL SYLLABLE KIYEOK WA THIEUTH
0x8243	0xAD16	#HANGUL SYLLABLE KIYEOK WA PHIEUPH
0x8244	0xAD17	#HANGUL SYLLABLE KIYEOK WA HIEUH
0x8245	0xAD19	#HANGUL SYLLABLE KIYEOK WAE KIYEOK
0x8246	0xAD1A	#HANGUL SYLLABLE KIYEOK WAE SSANGKIYEOK
0x8247	0xAD1B	#HANGUL SYLLABLE KIYEOK WAE KIYEOKSIOS
0x8248	0xAD1D	#HANGUL SYLLABLE KIYEOK WAE NIEUNCIEUC
0x8249	0xAD1E	#HANGUL SYLLABLE KIYEOK WAE NIEUNHIEUH
0x824A	0xAD1F	#HANGUL SYLLABLE KIYEOK WAE TIKEUT
0x824B	0xAD21	#HANGUL SYLLABLE KIYEOK WAE RIEULKIYEOK
