#
# $FreeBSD$
#
# Obtained from libiconv-0.13.1
#
0x00	0x0000
0x8FA2EF	0x2122
0x8FA2F0	0x00A4
0x8FA2F1	0x2116
0x8FA6E1	0x0386
0x8FA6E2	0x0388
0x8FA6E3	0x0389
0x8FA6E4	0x038A
0x8FA6E5	0x03AA
0x8FA6E7	0x038C
0x8FA6E9	0x038E
0x8FA6EA	0x03AB
0x8FA6EC	0x038F
0x8FA6F1	0x03AC
0x8FA6F2	0x03AD
0x8FA6F3	0x03AE
0x8FA6F4	0x03AF
0x8FA6F5	0x03CA
0x8FA6F6	0x0390
0x8FA6F7	0x03CC
0x8FA6F8	0x03C2
0x8FA6F9	0x03CD
0x8FA6FA	0x03CB
0x8FA6FB	0x03B0
0x8FA6FC	0x03CE
0x8FA7C2	0x0402
0x8FA7C3	0x0403
0x8FA7C4	0x0404
0x8FA7C5	0x0405
0x8FA7C6	0x0406
0x8FA7C7	0x0407
0x8FA7C8	0x0408
0x8FA7C9	0x0409
0x8FA7CA	0x040A
0x8FA7CB	0x040B
0x8FA7CC	0x040C
0x8FA7CD	0x040E
0x8FA7CE	0x040F
0x8FA7F2	0x0452
0x8FA7F3	0x0453
0x8FA7F4	0x0454
0x8FA7F5	0x0455
0x8FA7F6	0x0456
0x8FA7F7	0x0457
0x8FA7F8	0x0458
0x8FA7F9	0x0459
0x8FA7FA	0x045A
0x8FA7FB	0x045B
0x8FA7FC	0x045C
0x8FA7FD	0x045E
0x8FA7FE	0x045F
0x8FA9A1	0x00C6
0x8FA9A2	0x0110
0x8FA9A4	0x0126
0x8FA9A6	0x0132
0x8FA9A8	0x0141
0x8FA9A9	0x013F
0x8FA9AB	0x014A
0x8FA9AC	0x00D8
0x8FA9AD	0x0152
0x8FA9AF	0x0166
0x8FA9B0	0x00DE
0x8FA9C1	0x00E6
0x8FA9C2	0x0111
0x8FA9C3	0x00F0
0x8FA9C4	0x0127
0x8FA9C5	0x0131
0x8FA9C6	0x0133
0x8FA9C7	0x0138
0x8FA9C8	0x0142
0x8FA9C9	0x0140
0x8FA9CA	0x0149
0x8FA9CB	0x014B
0x8FA9CC	0x00F8
0x8FA9CD	0x0153
0x8FA9CE	0x00DF
0x8FA9CF	0x0167
0x8FA9D0	0x00FE
0x8FAAA1	0x00C1
0x8FAAA2	0x00C0
0x8FAAA3	0x00C4
0x8FAAA4	0x00C2
0x8FAAA5	0x0102
0x8FAAA6	0x01CD
0x8FAAA7	0x0100
0x8FAAA8	0x0104
0x8FAAA9	0x00C5
0x8FAAAA	0x00C3
0x8FAAAB	0x0106
0x8FAAAC	0x0108
0x8FAAAD	0x010C
0x8FAAAE	0x00C7
0x8FAAAF	0x010A
0x8FAAB0	0x010E
0x8FAAB1	0x00C9
0x8FAAB2	0x00C8
0x8FAAB3	0x00CB
0x8FAAB4	0x00CA
0x8FAAB5	0x011A
0x8FAAB6	0x0116
0x8FAAB7	0x0112
0x8FAAB8	0x0118
0x8FAABA	0x011C
0x8FAABB	0x011E
0x8FAABC	0x0122
0x8FAABD	0x0120
0x8FAABE	0x0124
0x8FAABF	0x00CD
0x8FAAC0	0x00CC
0x8FAAC1	0x00CF
0x8FAAC2	0x00CE
0x8FAAC3	0x01CF
0x8FAAC4	0x0130
0x8FAAC5	0x012A
0x8FAAC6	0x012E
0x8FAAC7	0x0128
0x8FAAC8	0x0134
0x8FAAC9	0x0136
0x8FAACA	0x0139
0x8FAACB	0x013D
0x8FAACC	0x013B
0x8FAACD	0x0143
0x8FAACE	0x0147
0x8FAACF	0x0145
0x8FAAD0	0x00D1
0x8FAAD1	0x00D3
0x8FAAD2	0x00D2
0x8FAAD3	0x00D6
0x8FAAD4	0x00D4
0x8FAAD5	0x01D1
0x8FAAD6	0x0150
0x8FAAD7	0x014C
0x8FAAD8	0x00D5
0x8FAAD9	0x0154
0x8FAADA	0x0158
0x8FAADB	0x0156
0x8FAADC	0x015A
0x8FAADD	0x015C
0x8FAADE	0x0160
0x8FAADF	0x015E
0x8FAAE0	0x0164
0x8FAAE1	0x0162
0x8FAAE2	0x00DA
0x8FAAE3	0x00D9
0x8FAAE4	0x00DC
0x8FAAE5	0x00DB
0x8FAAE6	0x016C
0x8FAAE7	0x01D3
0x8FAAE8	0x0170
0x8FAAE9	0x016A
0x8FAAEA	0x0172
0x8FAAEB	0x016E
0x8FAAEC	0x0168
0x8FAAED	0x01D7
0x8FAAEE	0x01DB
0x8FAAEF	0x01D9
0x8FAAF0	0x01D5
0x8FAAF1	0x0174
0x8FAAF2	0x00DD
0x8FAAF3	0x0178
0x8FAAF4	0x0176
0x8FAAF5	0x0179
0x8FAAF6	0x017D
0x8FAAF7	0x017B
0x8FABA1	0x00E1
0x8FABA2	0x00E0
0x8FABA3	0x00E4
0x8FABA4	0x00E2
0x8FABA5	0x0103
0x8FABA6	0x01CE
0x8FABA7	0x0101
0x8FABA8	0x0105
0x8FABA9	0x00E5
0x8FABAA	0x00E3
0x8FABAB	0x0107
0x8FABAC	0x0109
0x8FABAD	0x010D
0x8FABAE	0x00E7
0x8FABAF	0x010B
0x8FABB0	0x010F
0x8FABB1	0x00E9
0x8FABB2	0x00E8
0x8FABB3	0x00EB
0x8FABB4	0x00EA
0x8FABB5	0x011B
0x8FABB6	0x0117
0x8FABB7	0x0113
0x8FABB8	0x0119
0x8FABB9	0x01F5
0x8FABBA	0x011D
0x8FABBB	0x011F
0x8FABBD	0x0121
0x8FABBE	0x0125
0x8FABBF	0x00ED
0x8FABC0	0x00EC
0x8FABC1	0x00EF
0x8FABC2	0x00EE
0x8FABC3	0x01D0
0x8FABC5	0x012B
0x8FABC6	0x012F
0x8FABC7	0x0129
0x8FABC8	0x0135
0x8FABC9	0x0137
0x8FABCA	0x013A
0x8FABCB	0x013E
0x8FABCC	0x013C
0x8FABCD	0x0144
0x8FABCE	0x0148
0x8FABCF	0x0146
0x8FABD0	0x00F1
0x8FABD1	0x00F3
0x8FABD2	0x00F2
0x8FABD3	0x00F6
0x8FABD4	0x00F4
0x8FABD5	0x01D2
0x8FABD6	0x0151
0x8FABD7	0x014D
0x8FABD8	0x00F5
0x8FABD9	0x0155
0x8FABDA	0x0159
0x8FABDB	0x0157
0x8FABDC	0x015B
0x8FABDD	0x015D
0x8FABDE	0x0161
0x8FABDF	0x015F
0x8FABE0	0x0165
0x8FABE1	0x0163
0x8FABE2	0x00FA
0x8FABE3	0x00F9
0x8FABE4	0x00FC
0x8FABE5	0x00FB
0x8FABE6	0x016D
0x8FABE7	0x01D4
0x8FABE8	0x0171
0x8FABE9	0x016B
0x8FABEA	0x0173
0x8FABEB	0x016F
0x8FABEC	0x0169
0x8FABED	0x01D8
0x8FABEE	0x01DC
0x8FABEF	0x01DA
0x8FABF0	0x01D6
0x8FABF1	0x0175
0x8FABF2	0x00FD
0x8FABF3	0x00FF
0x8FABF4	0x0177
0x8FABF5	0x017A
0x8FABF6	0x017E
0x8FABF7	0x017C
0x8FB0A1	0x4E02
0x8FB0A2	0x4E04
0x8FB0A3	0x4E05
0x8FB0A4	0x4E0C
0x8FB0A5	0x4E12
0x8FB0A6	0x4E1F
0x8FB0A7	0x4E23
0x8FB0A8	0x4E24
0x8FB0A9	0x4E28
0x8FB0AA	0x4E2B
0x8FB0AB	0x4E2E
0x8FB0AC	0x4E2F
0x8FB0AD	0x4E30
0x8FB0AE	0x4E35
0x8FB0AF	0x4E40
0x8FB0B0	0x4E41
0x8FB0B1	0x4E44
0x8FB0B2	0x4E47
0x8FB0B3	0x4E51
0x8FB0B4	0x4E5A
0x8FB0B5	0x4E5C
0x8FB0B6	0x4E63
0x8FB0B7	0x4E68
0x8FB0B8	0x4E69
0x8FB0B9	0x4E74
0x8FB0BA	0x4E75
0x8FB0BB	0x4E79
0x8FB0BC	0x4E7F
0x8FB0BD	0x4E8D
0x8FB0BE	0x4E96
0x8FB0BF	0x4E97
0x8FB0C0	0x4E9D
0x8FB0C1	0x4EAF
0x8FB0C2	0x4EB9
0x8FB0C3	0x4EC3
0x8FB0C4	0x4ED0
0x8FB0C5	0x4EDA
0x8FB0C6	0x4EDB
0x8FB0C7	0x4EE0
0x8FB0C8	0x4EE1
0x8FB0C9	0x4EE2
0x8FB0CA	0x4EE8
0x8FB0CB	0x4EEF
0x8FB0CC	0x4EF1
0x8FB0CD	0x4EF3
0x8FB0CE	0x4EF5
0x8FB0CF	0x4EFD
0x8FB0D0	0x4EFE
0x8FB0D1	0x4EFF
0x8FB0D2	0x4F00
0x8FB0D3	0x4F02
0x8FB0D4	0x4F03
0x8FB0D5	0x4F08
0x8FB0D6	0x4F0B
0x8FB0D7	0x4F0C
0x8FB0D8	0x4F12
0x8FB0D9	0x4F15
0x8FB0DA	0x4F16
0x8FB0DB	0x4F17
0x8FB0DC	0x4F19
0x8FB0DD	0x4F2E
0x8FB0DE	0x4F31
0x8FB0DF	0x4F60
0x8FB0E0	0x4F33
0x8FB0E1	0x4F35
0x8FB0E2	0x4F37
0x8FB0E3	0x4F39
0x8FB0E4	0x4F3B
0x8FB0E5	0x4F3E
0x8FB0E6	0x4F40
0x8FB0E7	0x4F42
0x8FB0E8	0x4F48
0x8FB0E9	0x4F49
0x8FB0EA	0x4F4B
0x8FB0EB	0x4F4C
0x8FB0EC	0x4F52
0x8FB0ED	0x4F54
0x8FB0EE	0x4F56
0x8FB0EF	0x4F58
0x8FB0F0	0x4F5F
0x8FB0F1	0x4F63
0x8FB0F2	0x4F6A
0x8FB0F3	0x4F6C
0x8FB0F4	0x4F6E
0x8FB0F5	0x4F71
0x8FB0F6	0x4F77
0x8FB0F7	0x4F78
0x8FB0F8	0x4F79
0x8FB0F9	0x4F7A
0x8FB0FA	0x4F7D
0x8FB0FB	0x4F7E
0x8FB0FC	0x4F81
0x8FB0FD	0x4F82
0x8FB0FE	0x4F84
0x8FB1A1	0x4F85
0x8FB1A2	0x4F89
0x8FB1A3	0x4F8A
0x8FB1A4	0x4F8C
0x8FB1A5	0x4F8E
0x8FB1A6	0x4F90
0x8FB1A7	0x4F92
0x8FB1A8	0x4F93
0x8FB1A9	0x4F94
0x8FB1AA	0x4F97
0x8FB1AB	0x4F99
0x8FB1AC	0x4F9A
0x8FB1AD	0x4F9E
0x8FB1AE	0x4F9F
0x8FB1AF	0x4FB2
0x8FB1B0	0x4FB7
0x8FB1B1	0x4FB9
0x8FB1B2	0x4FBB
0x8FB1B3	0x4FBC
0x8FB1B4	0x4FBD
0x8FB1B5	0x4FBE
0x8FB1B6	0x4FC0
0x8FB1B7	0x4FC1
0x8FB1B8	0x4FC5
0x8FB1B9	0x4FC6
0x8FB1BA	0x4FC8
0x8FB1BB	0x4FC9
0x8FB1BC	0x4FCB
0x8FB1BD	0x4FCC
0x8FB1BE	0x4FCD
0x8FB1BF	0x4FCF
0x8FB1C0	0x4FD2
0x8FB1C1	0x4FDC
0x8FB1C2	0x4FE0
0x8FB1C3	0x4FE2
0x8FB1C4	0x4FF0
0x8FB1C5	0x4FF2
0x8FB1C6	0x4FFC
0x8FB1C7	0x4FFD
0x8FB1C8	0x4FFF
0x8FB1C9	0x5000
0x8FB1CA	0x5001
0x8FB1CB	0x5004
0x8FB1CC	0x5007
0x8FB1CD	0x500A
0x8FB1CE	0x500C
0x8FB1CF	0x500E
0x8FB1D0	0x5010
0x8FB1D1	0x5013
0x8FB1D2	0x5017
0x8FB1D3	0x5018
0x8FB1D4	0x501B
0x8FB1D5	0x501C
0x8FB1D6	0x501D
0x8FB1D7	0x501E
0x8FB1D8	0x5022
0x8FB1D9	0x5027
0x8FB1DA	0x502E
0x8FB1DB	0x5030
0x8FB1DC	0x5032
0x8FB1DD	0x5033
0x8FB1DE	0x5035
0x8FB1DF	0x5040
0x8FB1E0	0x5041
0x8FB1E1	0x5042
0x8FB1E2	0x5045
0x8FB1E3	0x5046
0x8FB1E4	0x504A
0x8FB1E5	0x504C
0x8FB1E6	0x504E
0x8FB1E7	0x5051
0x8FB1E8	0x5052
0x8FB1E9	0x5053
0x8FB1EA	0x5057
0x8FB1EB	0x5059
0x8FB1EC	0x505F
0x8FB1ED	0x5060
0x8FB1EE	0x5062
0x8FB1EF	0x5063
0x8FB1F0	0x5066
0x8FB1F1	0x5067
0x8FB1F2	0x506A
0x8FB1F3	0x506D
0x8FB1F4	0x5070
0x8FB1F5	0x5071
0x8FB1F6	0x503B
0x8FB1F7	0x5081
0x8FB1F8	0x5083
0x8FB1F9	0x5084
0x8FB1FA	0x5086
0x8FB1FB	0x508A
0x8FB1FC	0x508E
0x8FB1FD	0x508F
0x8FB1FE	0x5090
0x8FB2A1	0x5092
0x8FB2A2	0x5093
0x8FB2A3	0x5094
0x8FB2A4	0x5096
0x8FB2A5	0x509B
0x8FB2A6	0x509C
0x8FB2A7	0x509E
0x8FB2A8	0x509F
0x8FB2A9	0x50A0
0x8FB2AA	0x50A1
0x8FB2AB	0x50A2
0x8FB2AC	0x50AA
0x8FB2AD	0x50AF
0x8FB2AE	0x50B0
0x8FB2AF	0x50B9
0x8FB2B0	0x50BA
0x8FB2B1	0x50BD
0x8FB2B2	0x50C0
0x8FB2B3	0x50C3
0x8FB2B4	0x50C4
0x8FB2B5	0x50C7
0x8FB2B6	0x50CC
0x8FB2B7	0x50CE
0x8FB2B8	0x50D0
0x8FB2B9	0x50D3
0x8FB2BA	0x50D4
0x8FB2BB	0x50D8
0x8FB2BC	0x50DC
0x8FB2BD	0x50DD
0x8FB2BE	0x50DF
0x8FB2BF	0x50E2
0x8FB2C0	0x50E4
0x8FB2C1	0x50E6
0x8FB2C2	0x50E8
0x8FB2C3	0x50E9
0x8FB2C4	0x50EF
0x8FB2C5	0x50F1
0x8FB2C6	0x50F6
0x8FB2C7	0x50FA
0x8FB2C8	0x50FE
0x8FB2C9	0x5103
0x8FB2CA	0x5106
0x8FB2CB	0x5107
0x8FB2CC	0x5108
0x8FB2CD	0x510B
0x8FB2CE	0x510C
0x8FB2CF	0x510D
0x8FB2D0	0x510E
0x8FB2D1	0x50F2
0x8FB2D2	0x5110
0x8FB2D3	0x5117
0x8FB2D4	0x5119
0x8FB2D5	0x511B
0x8FB2D6	0x511C
0x8FB2D7	0x511D
0x8FB2D8	0x511E
0x8FB2D9	0x5123
0x8FB2DA	0x5127
0x8FB2DB	0x5128
0x8FB2DC	0x512C
0x8FB2DD	0x512D
0x8FB2DE	0x512F
0x8FB2DF	0x5131
0x8FB2E0	0x5133
0x8FB2E1	0x5134
0x8FB2E2	0x5135
0x8FB2E3	0x5138
0x8FB2E4	0x5139
0x8FB2E5	0x5142
0x8FB2E6	0x514A
0x8FB2E7	0x514F
0x8FB2E8	0x5153
0x8FB2E9	0x5155
0x8FB2EA	0x5157
0x8FB2EB	0x5158
0x8FB2EC	0x515F
0x8FB2ED	0x5164
0x8FB2EE	0x5166
0x8FB2EF	0x517E
0x8FB2F0	0x5183
0x8FB2F1	0x5184
0x8FB2F2	0x518B
0x8FB2F3	0x518E
0x8FB2F4	0x5198
0x8FB2F5	0x519D
0x8FB2F6	0x51A1
0x8FB2F7	0x51A3
0x8FB2F8	0x51AD
0x8FB2F9	0x51B8
0x8FB2FA	0x51BA
0x8FB2FB	0x51BC
0x8FB2FC	0x51BE
0x8FB2FD	0x51BF
0x8FB2FE	0x51C2
0x8FB3A1	0x51C8
0x8FB3A2	0x51CF
0x8FB3A3	0x51D1
0x8FB3A4	0x51D2
0x8FB3A5	0x51D3
0x8FB3A6	0x51D5
0x8FB3A7	0x51D8
0x8FB3A8	0x51DE
0x8FB3A9	0x51E2
0x8FB3AA	0x51E5
0x8FB3AB	0x51EE
0x8FB3AC	0x51F2
0x8FB3AD	0x51F3
0x8FB3AE	0x51F4
0x8FB3AF	0x51F7
0x8FB3B0	0x5201
0x8FB3B1	0x5202
0x8FB3B2	0x5205
0x8FB3B3	0x5212
0x8FB3B4	0x5213
0x8FB3B5	0x5215
0x8FB3B6	0x5216
0x8FB3B7	0x5218
0x8FB3B8	0x5222
0x8FB3B9	0x5228
0x8FB3BA	0x5231
0x8FB3BB	0x5232
0x8FB3BC	0x5235
0x8FB3BD	0x523C
0x8FB3BE	0x5245
0x8FB3BF	0x5249
0x8FB3C0	0x5255
0x8FB3C1	0x5257
0x8FB3C2	0x5258
0x8FB3C3	0x525A
0x8FB3C4	0x525C
0x8FB3C5	0x525F
0x8FB3C6	0x5260
0x8FB3C7	0x5261
0x8FB3C8	0x5266
0x8FB3C9	0x526E
0x8FB3CA	0x5277
0x8FB3CB	0x5278
0x8FB3CC	0x5279
0x8FB3CD	0x5280
0x8FB3CE	0x5282
0x8FB3CF	0x5285
0x8FB3D0	0x528A
0x8FB3D1	0x528C
0x8FB3D2	0x5293
0x8FB3D3	0x5295
0x8FB3D4	0x5296
0x8FB3D5	0x5297
0x8FB3D6	0x5298
0x8FB3D7	0x529A
0x8FB3D8	0x529C
0x8FB3D9	0x52A4
0x8FB3DA	0x52A5
0x8FB3DB	0x52A6
0x8FB3DC	0x52A7
0x8FB3DD	0x52AF
0x8FB3DE	0x52B0
0x8FB3DF	0x52B6
0x8FB3E0	0x52B7
0x8FB3E1	0x52B8
0x8FB3E2	0x52BA
0x8FB3E3	0x52BB
0x8FB3E4	0x52BD
0x8FB3E5	0x52C0
0x8FB3E6	0x52C4
0x8FB3E7	0x52C6
0x8FB3E8	0x52C8
0x8FB3E9	0x52CC
0x8FB3EA	0x52CF
0x8FB3EB	0x52D1
0x8FB3EC	0x52D4
0x8FB3ED	0x52D6
0x8FB3EE	0x52DB
0x8FB3EF	0x52DC
0x8FB3F0	0x52E1
0x8FB3F1	0x52E5
0x8FB3F2	0x52E8
0x8FB3F3	0x52E9
0x8FB3F4	0x52EA
0x8FB3F5	0x52EC
0x8FB3F6	0x52F0
0x8FB3F7	0x52F1
0x8FB3F8	0x52F4
0x8FB3F9	0x52F6
0x8FB3FA	0x52F7
0x8FB3FB	0x5300
0x8FB3FC	0x5303
0x8FB3FD	0x530A
0x8FB3FE	0x530B
0x8FB4A1	0x530C
0x8FB4A2	0x5311
0x8FB4A3	0x5313
0x8FB4A4	0x5318
0x8FB4A5	0x531B
0x8FB4A6	0x531C
0x8FB4A7	0x531E
0x8FB4A8	0x531F
0x8FB4A9	0x5325
0x8FB4AA	0x5327
0x8FB4AB	0x5328
0x8FB4AC	0x5329
0x8FB4AD	0x532B
0x8FB4AE	0x532C
0x8FB4AF	0x532D
0x8FB4B0	0x5330
0x8FB4B1	0x5332
0x8FB4B2	0x5335
0x8FB4B3	0x533C
0x8FB4B4	0x533D
0x8FB4B5	0x533E
0x8FB4B6	0x5342
0x8FB4B7	0x534C
0x8FB4B8	0x534B
0x8FB4B9	0x5359
0x8FB4BA	0x535B
0x8FB4BB	0x5361
0x8FB4BC	0x5363
0x8FB4BD	0x5365
0x8FB4BE	0x536C
0x8FB4BF	0x536D
0x8FB4C0	0x5372
0x8FB4C1	0x5379
0x8FB4C2	0x537E
0x8FB4C3	0x5383
0x8FB4C4	0x5387
0x8FB4C5	0x5388
0x8FB4C6	0x538E
0x8FB4C7	0x5393
0x8FB4C8	0x5394
0x8FB4C9	0x5399
0x8FB4CA	0x539D
0x8FB4CB	0x53A1
0x8FB4CC	0x53A4
0x8FB4CD	0x53AA
0x8FB4CE	0x53AB
0x8FB4CF	0x53AF
0x8FB4D0	0x53B2
0x8FB4D1	0x53B4
0x8FB4D2	0x53B5
0x8FB4D3	0x53B7
0x8FB4D4	0x53B8
0x8FB4D5	0x53BA
0x8FB4D6	0x53BD
0x8FB4D7	0x53C0
0x8FB4D8	0x53C5
0x8FB4D9	0x53CF
0x8FB4DA	0x53D2
0x8FB4DB	0x53D3
0x8FB4DC	0x53D5
0x8FB4DD	0x53DA
0x8FB4DE	0x53DD
0x8FB4DF	0x53DE
0x8FB4E0	0x53E0
0x8FB4E1	0x53E6
0x8FB4E2	0x53E7
0x8FB4E3	0x53F5
0x8FB4E4	0x5402
0x8FB4E5	0x5413
0x8FB4E6	0x541A
0x8FB4E7	0x5421
0x8FB4E8	0x5427
0x8FB4E9	0x5428
0x8FB4EA	0x542A
0x8FB4EB	0x542F
0x8FB4EC	0x5431
0x8FB4ED	0x5434
0x8FB4EE	0x5435
0x8FB4EF	0x5443
0x8FB4F0	0x5444
0x8FB4F1	0x5447
0x8FB4F2	0x544D
0x8FB4F3	0x544F
0x8FB4F4	0x545E
0x8FB4F5	0x5462
0x8FB4F6	0x5464
0x8FB4F7	0x5466
0x8FB4F8	0x5467
0x8FB4F9	0x5469
0x8FB4FA	0x546B
0x8FB4FB	0x546D
0x8FB4FC	0x546E
0x8FB4FD	0x5474
0x8FB4FE	0x547F
0x8FB5A1	0x5481
0x8FB5A2	0x5483
0x8FB5A3	0x5485
0x8FB5A4	0x5488
0x8FB5A5	0x5489
0x8FB5A6	0x548D
0x8FB5A7	0x5491
0x8FB5A8	0x5495
0x8FB5A9	0x5496
0x8FB5AA	0x549C
0x8FB5AB	0x549F
0x8FB5AC	0x54A1
0x8FB5AD	0x54A6
0x8FB5AE	0x54A7
0x8FB5AF	0x54A9
0x8FB5B0	0x54AA
0x8FB5B1	0x54AD
0x8FB5B2	0x54AE
0x8FB5B3	0x54B1
0x8FB5B4	0x54B7
0x8FB5B5	0x54B9
0x8FB5B6	0x54BA
0x8FB5B7	0x54BB
0x8FB5B8	0x54BF
0x8FB5B9	0x54C6
0x8FB5BA	0x54CA
0x8FB5BB	0x54CD
0x8FB5BC	0x54CE
0x8FB5BD	0x54E0
0x8FB5BE	0x54EA
0x8FB5BF	0x54EC
0x8FB5C0	0x54EF
0x8FB5C1	0x54F6
0x8FB5C2	0x54FC
0x8FB5C3	0x54FE
0x8FB5C4	0x54FF
0x8FB5C5	0x5500
0x8FB5C6	0x5501
0x8FB5C7	0x5505
0x8FB5C8	0x5508
0x8FB5C9	0x5509
0x8FB5CA	0x550C
0x8FB5CB	0x550D
0x8FB5CC	0x550E
0x8FB5CD	0x5515
0x8FB5CE	0x552A
0x8FB5CF	0x552B
0x8FB5D0	0x5532
0x8FB5D1	0x5535
0x8FB5D2	0x5536
0x8FB5D3	0x553B
0x8FB5D4	0x553C
0x8FB5D5	0x553D
0x8FB5D6	0x5541
0x8FB5D7	0x5547
0x8FB5D8	0x5549
0x8FB5D9	0x554A
0x8FB5DA	0x554D
0x8FB5DB	0x5550
0x8FB5DC	0x5551
0x8FB5DD	0x5558
0x8FB5DE	0x555A
0x8FB5DF	0x555B
0x8FB5E0	0x555E
0x8FB5E1	0x5560
0x8FB5E2	0x5561
0x8FB5E3	0x5564
0x8FB5E4	0x5566
0x8FB5E5	0x557F
0x8FB5E6	0x5581
0x8FB5E7	0x5582
0x8FB5E8	0x5586
0x8FB5E9	0x5588
0x8FB5EA	0x558E
0x8FB5EB	0x558F
0x8FB5EC	0x5591
0x8FB5ED	0x5592
0x8FB5EE	0x5593
0x8FB5EF	0x5594
0x8FB5F0	0x5597
0x8FB5F1	0x55A3
0x8FB5F2	0x55A4
0x8FB5F3	0x55AD
0x8FB5F4	0x55B2
0x8FB5F5	0x55BF
0x8FB5F6	0x55C1
0x8FB5F7	0x55C3
