#
# $FreeBSD$
#
# Obtained from libiconv-0.13.1
#
0x00	0x0000
0x81A1	0x4EED
0x81A2	0x4EEE
0x81A3	0x4EEF
0x81A4	0x4EF1
0x81A5	0x4EF4
0x81A6	0x4EF8
0x81A7	0x4EF9
0x81A8	0x4EFA
0x81A9	0x4EFC
0x81AA	0x4EFE
0x81AB	0x4F00
0x81AC	0x4F02
0x81AD	0x4F03
0x81AE	0x4F04
0x81AF	0x4F05
0x81B0	0x4F06
0x81B1	0x4F07
0x81B2	0x4F08
0x81B3	0x4F0B
0x81B4	0x4F0C
0x81B5	0x4F12
0x81B6	0x4F13
0x81B7	0x4F14
0x81B8	0x4F15
0x81B9	0x4F16
0x81BA	0x4F1C
0x81BB	0x4F1D
0x81BC	0x4F21
0x81BD	0x4F23
0x81BE	0x4F28
0x81BF	0x4F29
0x81C0	0x4F2C
0x81C1	0x4F2D
0x81C2	0x4F2E
0x81C3	0x4F31
0x81C4	0x4F33
0x81C5	0x4F35
0x81C6	0x4F37
0x81C7	0x4F39
0x81C8	0x4F3B
0x81C9	0x4F3E
0x81CA	0x4F3F
0x81CB	0x4F40
0x81CC	0x4F41
0x81CD	0x4F42
0x81CE	0x4F44
0x81CF	0x4F45
0x81D0	0x4F47
0x81D1	0x4F48
0x81D2	0x4F49
0x81D3	0x4F4A
0x81D4	0x4F4B
0x81D5	0x4F4C
0x81D6	0x4F52
0x81D7	0x4F54
0x81D8	0x4F56
0x81D9	0x4F61
0x81DA	0x4F62
0x81DB	0x4F66
0x81DC	0x4F68
0x81DD	0x4F6A
0x81DE	0x4F6B
0x81DF	0x4F6D
0x81E0	0x4F6E
0x81E1	0x4F71
0x81E2	0x4F72
0x81E3	0x4F75
0x81E4	0x4F77
0x81E5	0x4F78
0x81E6	0x4F79
0x81E7	0x4F7A
0x81E8	0x4F7D
0x81E9	0x4F80
0x81EA	0x4F81
0x81EB	0x4F82
0x81EC	0x4F85
0x81ED	0x4F86
0x81EE	0x4F87
0x81EF	0x4F8A
0x81F0	0x4F8C
0x81F1	0x4F8E
0x81F2	0x4F90
0x81F3	0x4F92
0x81F4	0x4F93
0x81F5	0x4F95
0x81F6	0x4F96
0x81F7	0x4F98
0x81F8	0x4F99
0x81F9	0x4F9A
0x81FA	0x4F9C
0x81FB	0x4F9E
0x81FC	0x4F9F
0x81FD	0x4FA1
0x81FE	0x4FA2
0x8240	0x4FA4
0x8241	0x4FAB
0x8242	0x4FAD
0x8243	0x4FB0
0x8244	0x4FB1
0x8245	0x4FB2
0x8246	0x4FB3
0x8247	0x4FB4
0x8248	0x4FB6
0x8249	0x4FB7
0x824A	0x4FB8
0x824B	0x4FB9
0x824C	0x4FBA
0x824D	0x4FBB
0x824E	0x4FBC
0x824F	0x4FBD
0x8250	0x4FBE
0x8251	0x4FC0
0x8252	0x4FC1
0x8253	0x4FC2
0x8254	0x4FC6
0x8255	0x4FC7
0x8256	0x4FC8
0x8257	0x4FC9
0x8258	0x4FCB
0x8259	0x4FCC
0x825A	0x4FCD
0x825B	0x4FD2
0x825C	0x4FD3
0x825D	0x4FD4
0x825E	0x4FD5
0x825F	0x4FD6
0x8260	0x4FD9
0x8261	0x4FDB
0x8262	0x4FE0
0x8263	0x4FE2
0x8264	0x4FE4
0x8265	0x4FE5
0x8266	0x4FE7
0x8267	0x4FEB
0x8268	0x4FEC
0x8269	0x4FF0
0x826A	0x4FF2
0x826B	0x4FF4
0x826C	0x4FF5
0x826D	0x4FF6
0x826E	0x4FF7
0x826F	0x4FF9
0x8270	0x4FFB
0x8271	0x4FFC
0x8272	0x4FFD
0x8273	0x4FFF
0x8274	0x5000
0x8275	0x5001
0x8276	0x5002
0x8277	0x5003
0x8278	0x5004
0x8279	0x5005
0x827A	0x5006
0x827B	0x5007
0x827C	0x5008
0x827D	0x5009
0x827E	0x500A
0x8280	0x500B
0x8281	0x500E
0x8282	0x5010
0x8283	0x5011
0x8284	0x5013
0x8285	0x5015
0x8286	0x5016
0x8287	0x5017
0x8288	0x501B
0x8289	0x501D
0x828A	0x501E
0x828B	0x5020
0x828C	0x5022
0x828D	0x5023
0x828E	0x5024
0x828F	0x5027
0x8290	0x502B
0x8291	0x502F
0x8292	0x5030
0x8293	0x5031
0x8294	0x5032
0x8295	0x5033
0x8296	0x5034
0x8297	0x5035
0x8298	0x5036
0x8299	0x5037
0x829A	0x5038
0x829B	0x5039
0x829C	0x503B
0x829D	0x503D
0x829E	0x503F
0x829F	0x5040
0x82A0	0x5041
0x82A1	0x5042
0x82A2	0x5044
0x82A3	0x5045
0x82A4	0x5046
0x82A5	0x5049
0x82A6	0x504A
0x82A7	0x504B
0x82A8	0x504D
0x82A9	0x5050
0x82AA	0x5051
0x82AB	0x5052
0x82AC	0x5053
0x82AD	0x5054
0x82AE	0x5056
0x82AF	0x5057
0x82B0	0x5058
0x82B1	0x5059
0x82B2	0x505B
0x82B3	0x505D
0x82B4	0x505E
0x82B5	0x505F
0x82B6	0x5060
0x82B7	0x5061
0x82B8	0x5062
0x82B9	0x5063
0x82BA	0x5064
0x82BB	0x5066
0x82BC	0x5067
0x82BD	0x5068
0x82BE	0x5069
0x82BF	0x506A
0x82C0	0x506B
0x82C1	0x506D
0x82C2	0x506E
0x82C3	0x506F
0x82C4	0x5070
0x82C5	0x5071
0x82C6	0x5072
0x82C7	0x5073
0x82C8	0x5074
0x82C9	0x5075
0x82CA	0x5078
0x82CB	0x5079
0x82CC	0x507A
0x82CD	0x507C
0x82CE	0x507D
0x82CF	0x5081
0x82D0	0x5082
0x82D1	0x5083
0x82D2	0x5084
0x82D3	0x5086
0x82D4	0x5087
0x82D5	0x5089
0x82D6	0x508A
0x82D7	0x508B
0x82D8	0x508C
0x82D9	0x508E
0x82DA	0x508F
0x82DB	0x5090
0x82DC	0x5091
0x82DD	0x5092
0x82DE	0x5093
0x82DF	0x5094
0x82E0	0x5095
0x82E1	0x5096
0x82E2	0x5097
0x82E3	0x5098
0x82E4	0x5099
0x82E5	0x509A
0x82E6	0x509B
0x82E7	0x509C
0x82E8	0x509D
0x82E9	0x509E
0x82EA	0x509F
0x82EB	0x50A0
0x82EC	0x50A1
0x82ED	0x50A2
0x82EE	0x50A4
0x82EF	0x50A6
0x82F0	0x50AA
0x82F1	0x50AB
0x82F2	0x50AD
0x82F3	0x50AE
0x82F4	0x50AF
0x82F5	0x50B0
0x82F6	0x50B1
0x82F7	0x50B3
0x82F8	0x50B4
0x82F9	0x50B5
0x82FA	0x50B6
0x82FB	0x50B7
0x82FC	0x50B8
0x82FD	0x50B9
0x82FE	0x50BC
0x8340	0x50BD
0x8341	0x50BE
0x8342	0x50BF
0x8343	0x50C0
0x8344	0x50C1
0x8345	0x50C2
0x8346	0x50C3
0x8347	0x50C4
0x8348	0x50C5
0x8349	0x50C6
0x834A	0x50C7
0x834B	0x50C8
0x834C	0x50C9
0x834D	0x50CA
0x834E	0x50CB
0x834F	0x50CC
0x8350	0x50CD
0x8351	0x50CE
0x8352	0x50D0
0x8353	0x50D1
0x8354	0x50D2
0x8355	0x50D3
0x8356	0x50D4
0x8357	0x50D5
0x8358	0x50D7
0x8359	0x50D8
0x835A	0x50D9
0x835B	0x50DB
0x835C	0x50DC
0x835D	0x50DD
0x835E	0x50DE
0x835F	0x50DF
0x8360	0x50E0
0x8361	0x50E1
0x8362	0x50E2
0x8363	0x50E3
0x8364	0x50E4
0x8365	0x50E5
0x8366	0x50E8
0x8367	0x50E9
0x8368	0x50EA
0x8369	0x50EB
0x836A	0x50EF
0x836B	0x50F0
0x836C	0x50F1
0x836D	0x50F2
0x836E	0x50F4
0x836F	0x50F6
0x8370	0x50F7
0x8371	0x50F8
0x8372	0x50F9
0x8373	0x50FA
0x8374	0x50FC
0x8375	0x50FD
0x8376	0x50FE
0x8377	0x50FF
0x8378	0x5100
0x8379	0x5101
0x837A	0x5102
0x837B	0x5103
0x837C	0x5104
0x837D	0x5105
0x837E	0x5108
0x8380	0x5109
0x8381	0x510A
0x8382	0x510C
0x8383	0x510D
0x8384	0x510E
0x8385	0x510F
0x8386	0x5110
0x8387	0x5111
0x8388	0x5113
0x8389	0x5114
0x838A	0x5115
0x838B	0x5116
0x838C	0x5117
0x838D	0x5118
0x838E	0x5119
0x838F	0x511A
0x8390	0x511B
0x8391	0x511C
0x8392	0x511D
0x8393	0x511E
0x8394	0x511F
0x8395	0x5120
0x8396	0x5122
0x8397	0x5123
0x8398	0x5124
0x8399	0x5125
0x839A	0x5126
0x839B	0x5127
0x839C	0x5128
0x839D	0x5129
0x839E	0x512A
0x839F	0x512B
0x83A0	0x512C
0x83A1	0x512D
0x83A2	0x512E
0x83A3	0x512F
0x83A4	0x5130
0x83A5	0x5131
0x83A6	0x5132
0x83A7	0x5133
0x83A8	0x5134
0x83A9	0x5135
0x83AA	0x5136
0x83AB	0x5137
0x83AC	0x5138
0x83AD	0x5139
0x83AE	0x513A
0x83AF	0x513B
0x83B0	0x513C
0x83B1	0x513D
0x83B2	0x513E
0x83B3	0x5142
0x83B4	0x5147
0x83B5	0x514A
0x83B6	0x514C
0x83B7	0x514E
0x83B8	0x514F
0x83B9	0x5150
0x83BA	0x5152
0x83BB	0x5153
0x83BC	0x5157
0x83BD	0x5158
0x83BE	0x5159
0x83BF	0x515B
0x83C0	0x515D
0x83C1	0x515E
0x83C2	0x515F
0x83C3	0x5160
0x83C4	0x5161
0x83C5	0x5163
0x83C6	0x5164
0x83C7	0x5166
0x83C8	0x5167
0x83C9	0x5169
0x83CA	0x516A
0x83CB	0x516F
0x83CC	0x5172
0x83CD	0x517A
0x83CE	0x517E
0x83CF	0x517F
0x83D0	0x5183
0x83D1	0x5184
0x83D2	0x5186
0x83D3	0x5187
0x83D4	0x518A
0x83D5	0x518B
0x83D6	0x518E
0x83D7	0x518F
0x83D8	0x5190
0x83D9	0x5191
0x83DA	0x5193
0x83DB	0x5194
0x83DC	0x5198
0x83DD	0x519A
0x83DE	0x519D
0x83DF	0x519E
0x83E0	0x519F
0x83E1	0x51A1
0x83E2	0x51A3
0x83E3	0x51A6
0x83E4	0x51A7
0x83E5	0x51A8
0x83E6	0x51A9
0x83E7	0x51AA
0x83E8	0x51AD
0x83E9	0x51AE
0x83EA	0x51B4
0x83EB	0x51B8
0x83EC	0x51B9
0x83ED	0x51BA
0x83EE	0x51BE
0x83EF	0x51BF
0x83F0	0x51C1
0x83F1	0x51C2
0x83F2	0x51C3
0x83F3	0x51C5
0x83F4	0x51C8
0x83F5	0x51CA
0x83F6	0x51CD
0x83F7	0x51CE
0x83F8	0x51D0
0x83F9	0x51D2
0x83FA	0x51D3
0x83FB	0x51D4
0x83FC	0x51D5
0x83FD	0x51D6
0x83FE	0x51D7
0x8440	0x51D8
0x8441	0x51D9
0x8442	0x51DA
0x8443	0x51DC
0x8444	0x51DE
0x8445	0x51DF
0x8446	0x51E2
0x8447	0x51E3
0x8448	0x51E5
0x8449	0x51E6
0x844A	0x51E7
0x844B	0x51E8
0x844C	0x51E9
0x844D	0x51EA
0x844E	0x51EC
0x844F	0x51EE
0x8450	0x51F1
0x8451	0x51F2
0x8452	0x51F4
0x8453	0x51F7
0x8454	0x51FE
0x8455	0x5204
0x8456	0x5205
0x8457	0x5209
0x8458	0x520B
0x8459	0x520C
0x845A	0x520F
0x845B	0x5210
0x845C	0x5213
0x845D	0x5214
0x845E	0x5215
0x845F	0x521C
0x8460	0x521E
0x8461	0x521F
0x8462	0x5221
0x8463	0x5222
0x8464	0x5223
0x8465	0x5225
0x8466	0x5226
0x8467	0x5227
0x8468	0x522A
0x8469	0x522C
0x846A	0x522F
0x846B	0x5231
0x846C	0x5232
0x846D	0x5234
0x846E	0x5235
0x846F	0x523C
0x8470	0x523E
0x8471	0x5244
0x8472	0x5245
0x8473	0x5246
0x8474	0x5247
0x8475	0x5248
0x8476	0x5249
0x8477	0x524B
0x8478	0x524E
0x8479	0x524F
0x847A	0x5252
0x847B	0x5253
0x847C	0x5255
0x847D	0x5257
0x847E	0x5258
0x8480	0x5259
0x8481	0x525A
0x8482	0x525B
0x8483	0x525D
0x8484	0x525F
0x8485	0x5260
0x8486	0x5262
0x8487	0x5263
0x8488	0x5264
0x8489	0x5266
0x848A	0x5268
0x848B	0x526B
0x848C	0x526C
0x848D	0x526D
0x848E	0x526E
0x848F	0x5270
0x8490	0x5271
0x8491	0x5273
0x8492	0x5274
0x8493	0x5275
0x8494	0x5276
0x8495	0x5277
0x8496	0x5278
0x8497	0x5279
0x8498	0x527A
0x8499	0x527B
0x849A	0x527C
0x849B	0x527E
0x849C	0x5280
0x849D	0x5283
0x849E	0x5284
0x849F	0x5285
0x84A0	0x5286
0x84A1	0x5287
0x84A2	0x5289
0x84A3	0x528A
0x84A4	0x528B
0x84A5	0x528C
0x84A6	0x528D
0x84A7	0x528E
0x84A8	0x528F
0x84A9	0x5291
0x84AA	0x5292
0x84AB	0x5294
0x84AC	0x5295
0x84AD	0x5296
0x84AE	0x5297
0x84AF	0x5298
0x84B0	0x5299
0x84B1	0x529A
0x84B2	0x529C
0x84B3	0x52A4
0x84B4	0x52A5
0x84B5	0x52A6
0x84B6	0x52A7
0x84B7	0x52AE
0x84B8	0x52AF
0x84B9	0x52B0
0x84BA	0x52B4
0x84BB	0x52B5
0x84BC	0x52B6
0x84BD	0x52B7
0x84BE	0x52B8
0x84BF	0x52B9
0x84C0	0x52BA
0x84C1	0x52BB
0x84C2	0x52BC
0x84C3	0x52BD
0x84C4	0x52C0
0x84C5	0x52C1
0x84C6	0x52C2
0x84C7	0x52C4
0x84C8	0x52C5
0x84C9	0x52C6
0x84CA	0x52C8
0x84CB	0x52CA
0x84CC	0x52CC
0x84CD	0x52CD
0x84CE	0x52CE
0x84CF	0x52CF
0x84D0	0x52D1
0x84D1	0x52D3
0x84D2	0x52D4
0x84D3	0x52D5
0x84D4	0x52D7
0x84D5	0x52D9
0x84D6	0x52DA
0x84D7	0x52DB
0x84D8	0x52DC
0x84D9	0x52DD
0x84DA	0x52DE
0x84DB	0x52E0
0x84DC	0x52E1
0x84DD	0x52E2
0x84DE	0x52E3
0x84DF	0x52E5
0x84E0	0x52E6
0x84E1	0x52E7
0x84E2	0x52E8
0x84E3	0x52E9
0x84E4	0x52EA
0x84E5	0x52EB
0x84E6	0x52EC
0x84E7	0x52ED
0x84E8	0x52EE
0x84E9	0x52EF
0x84EA	0x52F1
0x84EB	0x52F2
0x84EC	0x52F3
0x84ED	0x52F4
0x84EE	0x52F5
0x84EF	0x52F6
0x84F0	0x52F7
0x84F1	0x52F8
0x84F2	0x52FB
0x84F3	0x52FC
0x84F4	0x52FD
0x84F5	0x5301
0x84F6	0x5302
0x84F7	0x5303
0x84F8	0x5304
0x84F9	0x5307
0x84FA	0x5309
0x84FB	0x530A
0x84FC	0x530B
0x84FD	0x530C
0x84FE	0x530E
0x8540	0x5311
0x8541	0x5312
0x8542	0x5313
0x8543	0x5314
0x8544	0x5318
0x8545	0x531B
0x8546	0x531C
0x8547	0x531E
0x8548	0x531F
0x8549	0x5322
0x854A	0x5324
0x854B	0x5325
0x854C	0x5327
0x854D	0x5328
0x854E	0x5329
0x854F	0x532B
0x8550	0x532C
0x8551	0x532D
0x8552	0x532F
0x8553	0x5330
0x8554	0x5331
0x8555	0x5332
0x8556	0x5333
0x8557	0x5334
0x8558	0x5335
0x8559	0x5336
0x855A	0x5337
0x855B	0x5338
0x855C	0x533C
0x855D	0x533D
0x855E	0x5340
0x855F	0x5342
0x8560	0x5344
0x8561	0x5346
0x8562	0x534B
0x8563	0x534C
0x8564	0x534D
0x8565	0x5350
0x8566	0x5354
0x8567	0x5358
0x8568	0x5359
0x8569	0x535B
0x856A	0x535D
0x856B	0x5365
0x856C	0x5368
0x856D	0x536A
0x856E	0x536C
0x856F	0x536D
0x8570	0x5372
0x8571	0x5376
0x8572	0x5379
0x8573	0x537B
0x8574	0x537C
0x8575	0x537D
0x8576	0x537E
0x8577	0x5380
0x8578	0x5381
0x8579	0x5383
0x857A	0x5387
0x857B	0x5388
0x857C	0x538A
0x857D	0x538E
0x857E	0x538F
0x8580	0x5390
0x8581	0x5391
0x8582	0x5392
0x8583	0x5393
0x8584	0x5394
0x8585	0x5396
0x8586	0x5397
0x8587	0x5399
0x8588	0x539B
0x8589	0x539C
0x858A	0x539E
0x858B	0x53A0
0x858C	0x53A1
0x858D	0x53A4
0x858E	0x53A7
0x858F	0x53AA
0x8590	0x53AB
0x8591	0x53AC
0x8592	0x53AD
0x8593	0x53AF
0x8594	0x53B0
0x8595	0x53B1
0x8596	0x53B2
0x8597	0x53B3
0x8598	0x53B4
0x8599	0x53B5
0x859A	0x53B7
0x859B	0x53B8
0x859C	0x53B9
0x859D	0x53BA
0x859E	0x53BC
0x859F	0x53BD
0x85A0	0x53BE
0x85A1	0x53C0
0x85A2	0x53C3
0x85A3	0x53C4
0x85A4	0x53C5
0x85A5	0x53C6
0x85A6	0x53C7
0x85A7	0x53CE
0x85A8	0x53CF
0x85A9	0x53D0
0x85AA	0x53D2
0x85AB	0x53D3
0x85AC	0x53D5
0x85AD	0x53DA
0x85AE	0x53DC
0x85AF	0x53DD
0x85B0	0x53DE
0x85B1	0x53E1
0x85B2	0x53E2
0x85B3	0x53E7
0x85B4	0x53F4
0x85B5	0x53FA
0x85B6	0x53FE
0x85B7	0x53FF
0x85B8	0x5400
0x85B9	0x5402
0x85BA	0x5405
0x85BB	0x5407
0x85BC	0x540B
0x85BD	0x5414
0x85BE	0x5418
0x85BF	0x5419
0x85C0	0x541A
0x85C1	0x541C
0x85C2	0x5422
0x85C3	0x5424
0x85C4	0x5425
0x85C5	0x542A
0x85C6	0x5430
0x85C7	0x5433
0x85C8	0x5436
0x85C9	0x5437
0x85CA	0x543A
0x85CB	0x543D
0x85CC	0x543F
0x85CD	0x5441
0x85CE	0x5442
0x85CF	0x5444
0x85D0	0x5445
0x85D1	0x5447
0x85D2	0x5449
0x85D3	0x544C
0x85D4	0x544D
0x85D5	0x544E
0x85D6	0x544F
0x85D7	0x5451
0x85D8	0x545A
0x85D9	0x545D
0x85DA	0x545E
0x85DB	0x545F
0x85DC	0x5460
0x85DD	0x5461
0x85DE	0x5463
0x85DF	0x5465
0x85E0	0x5467
0x85E1	0x5469
0x85E2	0x546A
0x85E3	0x546B
0x85E4	0x546C
0x85E5	0x546D
0x85E6	0x546E
0x85E7	0x546F
0x85E8	0x5470
0x85E9	0x5474
0x85EA	0x5479
0x85EB	0x547A
0x85EC	0x547E
0x85ED	0x547F
0x85EE	0x5481
0x85EF	0x5483
0x85F0	0x5485
0x85F1	0x5487
0x85F2	0x5488
0x85F3	0x5489
0x85F4	0x548A
0x85F5	0x548D
0x85F6	0x5491
0x85F7	0x5493
0x85F8	0x5497
0x85F9	0x5498
0x85FA	0x549C
0x85FB	0x549E
0x85FC	0x549F
0x85FD	0x54A0
0x85FE	0x54A1
0x8640	0x54A2
0x8641	0x54A5
0x8642	0x54AE
0x8643	0x54B0
0x8644	0x54B2
0x8645	0x54B5
0x8646	0x54B6
0x8647	0x54B7
0x8648	0x54B9
0x8649	0x54BA
0x864A	0x54BC
0x864B	0x54BE
0x864C	0x54C3
0x864D	0x54C5
0x864E	0x54CA
0x864F	0x54CB
0x8650	0x54D6
0x8651	0x54D8
0x8652	0x54DB
0x8653	0x54E0
0x8654	0x54E1
0x8655	0x54E2
0x8656	0x54E3
0x8657	0x54E4
0x8658	0x54EB
0x8659	0x54EC
0x865A	0x54EF
0x865B	0x54F0
0x865C	0x54F1
0x865D	0x54F4
0x865E	0x54F5
0x865F	0x54F6
0x8660	0x54F7
0x8661	0x54F8
0x8662	0x54F9
0x8663	0x54FB
0x8664	0x54FE
0x8665	0x5500
0x8666	0x5502
0x8667	0x5503
0x8668	0x5504
0x8669	0x5505
0x866A	0x5508
0x866B	0x550A
0x866C	0x550B
0x866D	0x550C
0x866E	0x550D
0x866F	0x550E
0x8670	0x5512
0x8671	0x5513
0x8672	0x5515
0x8673	0x5516
0x8674	0x5517
0x8675	0x5518
0x8676	0x5519
0x8677	0x551A
0x8678	0x551C
0x8679	0x551D
0x867A	0x551E
0x867B	0x551F
0x867C	0x5521
0x867D	0x5525
0x867E	0x5526
0x8680	0x5528
0x8681	0x5529
0x8682	0x552B
0x8683	0x552D
0x8684	0x5532
0x8685	0x5534
0x8686	0x5535
0x8687	0x5536
0x8688	0x5538
0x8689	0x5539
0x868A	0x553A
0x868B	0x553B
0x868C	0x553D
0x868D	0x5540
0x868E	0x5542
0x868F	0x5545
0x8690	0x5547
0x8691	0x5548
0x8692	0x554B
0x8693	0x554C
0x8694	0x554D
0x8695	0x554E
0x8696	0x554F
0x8697	0x5551
0x8698	0x5552
0x8699	0x5553
0x869A	0x5554
0x869B	0x5557
0x869C	0x5558
0x869D	0x5559
0x869E	0x555A
0x869F	0x555B
0x86A0	0x555D
0x86A1	0x555E
0x86A2	0x555F
0x86A3	0x5560
0x86A4	0x5562
0x86A5	0x5563
0x86A6	0x5568
0x86A7	0x5569
0x86A8	0x556B
0x86A9	0x556F
0x86AA	0x5570
0x86AB	0x5571
0x86AC	0x5572
0x86AD	0x5573
0x86AE	0x5574
0x86AF	0x5579
0x86B0	0x557A
0x86B1	0x557D
0x86B2	0x557F
0x86B3	0x5585
0x86B4	0x5586
0x86B5	0x558C
0x86B6	0x558D
0x86B7	0x558E
0x86B8	0x5590
0x86B9	0x5592
0x86BA	0x5593
0x86BB	0x5595
0x86BC	0x5596
0x86BD	0x5597
0x86BE	0x559A
0x86BF	0x559B
0x86C0	0x559E
0x86C1	0x55A0
0x86C2	0x55A1
0x86C3	0x55A2
0x86C4	0x55A3
0x86C5	0x55A4
0x86C6	0x55A5
0x86C7	0x55A6
0x86C8	0x55A8
0x86C9	0x55A9
0x86CA	0x55AA
0x86CB	0x55AB
0x86CC	0x55AC
0x86CD	0x55AD
0x86CE	0x55AE
0x86CF	0x55AF
0x86D0	0x55B0
0x86D1	0x55B2
0x86D2	0x55B4
0x86D3	0x55B6
0x86D4	0x55B8
0x86D5	0x55BA
0x86D6	0x55BC
0x86D7	0x55BF
0x86D8	0x55C0
0x86D9	0x55C1
0x86DA	0x55C2
0x86DB	0x55C3
0x86DC	0x55C6
0x86DD	0x55C7
0x86DE	0x55C8
0x86DF	0x55CA
0x86E0	0x55CB
0x86E1	0x55CE
0x86E2	0x55CF
0x86E3	0x55D0
0x86E4	0x55D5
0x86E5	0x55D7
0x86E6	0x55D8
0x86E7	0x55D9
0x86E8	0x55DA
0x86E9	0x55DB
0x86EA	0x55DE
0x86EB	0x55E0
0x86EC	0x55E2
0x86ED	0x55E7
0x86EE	0x55E9
0x86EF	0x55ED
0x86F0	0x55EE
0x86F1	0x55F0
0x86F2	0x55F1
0x86F3	0x55F4
0x86F4	0x55F6
0x86F5	0x55F8
0x86F6	0x55F9
0x86F7	0x55FA
0x86F8	0x55FB
0x86F9	0x55FC
0x86FA	0x55FF
0x86FB	0x5602
0x86FC	0x5603
0x86FD	0x5604
0x86FE	0x5605
0x8740	0x5606
0x8741	0x5607
0x8742	0x560A
0x8743	0x560B
