#
# $FreeBSD$
#
# Obtained from libiconv-0.13.1
#
0x03	0x0003
0x81308132	0x0082
0x81308133	0x0083
0x81308134	0x0084
0x81308135	0x0085
0x81308136	0x0086
0x81308137	0x0087
0x81308138	0x0088
0x81308139	0x0089
0x81308230	0x008A
0x81308231	0x008B
0x81308232	0x008C
0x81308233	0x008D
0x81308234	0x008E
0x81308235	0x008F
0x81308236	0x0090
0x81308237	0x0091
0x81308238	0x0092
0x81308239	0x0093
0x81308330	0x0094
0x81308331	0x0095
0x81308332	0x0096
0x81308333	0x0097
0x81308334	0x0098
0x81308335	0x0099
0x81308336	0x009A
0x81308337	0x009B
0x81308338	0x009C
0x81308339	0x009D
0x81308430	0x009E
0x81308431	0x009F
0x81308432	0x00A0
0x81308433	0x00A1
0x81308434	0x00A2
0x81308435	0x00A3
0x81308436	0x00A5
0x81308437	0x00A6
0x81308438	0x00A9
0x81308439	0x00AA
0x81308530	0x00AB
0x81308531	0x00AC
0x81308532	0x00AD
0x81308533	0x00AE
0x81308534	0x00AF
0x81308535	0x00B2
0x81308536	0x00B3
0x81308537	0x00B4
0x81308538	0x00B5
0x81308539	0x00B6
0x81308630	0x00B8
0x81308631	0x00B9
0x81308632	0x00BA
0x81308633	0x00BB
0x81308634	0x00BC
0x81308635	0x00BD
0x81308636	0x00BE
0x81308637	0x00BF
0x81308638	0x00C0
0x81308639	0x00C1
0x81308730	0x00C2
0x81308731	0x00C3
0x81308732	0x00C4
0x81308733	0x00C5
0x81308734	0x00C6
0x81308735	0x00C7
0x81308736	0x00C8
0x81308737	0x00C9
0x81308738	0x00CA
0x81308739	0x00CB
0x81308830	0x00CC
0x81308831	0x00CD
0x81308832	0x00CE
0x81308833	0x00CF
0x81308834	0x00D0
0x81308835	0x00D1
0x81308836	0x00D2
0x81308837	0x00D3
0x81308838	0x00D4
0x81308839	0x00D5
0x81308930	0x00D6
0x81308931	0x00D8
0x81308932	0x00D9
0x81308933	0x00DA
0x81308934	0x00DB
0x81308935	0x00DC
0x81308936	0x00DD
0x81308937	0x00DE
0x81308938	0x00DF
0x81308939	0x00E2
0x81308A30	0x00E3
0x81308A31	0x00E4
0x81308A32	0x00E5
0x81308A33	0x00E6
0x81308A34	0x00E7
0x81308A35	0x00EB
0x81308A36	0x00EE
0x81308A37	0x00EF
0x81308A38	0x00F0
0x81308A39	0x00F1
0x81308B30	0x00F4
0x81308B31	0x00F5
0x81308B32	0x00F6
0x81308B33	0x00F8
0x81308B34	0x00FB
0x81308B35	0x00FD
0x81308B36	0x00FE
0x81308B37	0x00FF
0x81308B38	0x0100
0x81308B39	0x0102
0x81308C30	0x0103
0x81308C31	0x0104
0x81308C32	0x0105
0x81308C33	0x0106
0x81308C34	0x0107
0x81308C35	0x0108
0x81308C36	0x0109
0x81308C37	0x010A
0x81308C38	0x010B
0x81308C39	0x010C
0x81308D30	0x010D
0x81308D31	0x010E
0x81308D32	0x010F
0x81308D33	0x0110
0x81308D34	0x0111
0x81308D35	0x0112
0x81308D36	0x0114
0x81308D37	0x0115
0x81308D38	0x0116
0x81308D39	0x0117
0x81308E30	0x0118
0x81308E31	0x0119
0x81308E32	0x011A
0x81308E33	0x011C
0x81308E34	0x011D
0x81308E35	0x011E
0x81308E36	0x011F
0x81308E37	0x0120
0x81308E38	0x0121
0x81308E39	0x0122
0x81308F30	0x0123
0x81308F31	0x0124
0x81308F32	0x0125
0x81308F33	0x0126
0x81308F34	0x0127
0x81308F35	0x0128
0x81308F36	0x0129
0x81308F37	0x012A
0x81308F38	0x012C
0x81308F39	0x012D
0x81309030	0x012E
0x81309031	0x012F
0x81309032	0x0130
0x81309033	0x0131
0x81309034	0x0132
0x81309035	0x0133
0x81309036	0x0134
0x81309037	0x0135
0x81309038	0x0136
0x81309039	0x0137
0x81309130	0x0138
0x81309131	0x0139
0x81309132	0x013A
0x81309133	0x013B
0x81309134	0x013C
0x81309135	0x013D
0x81309136	0x013E
0x81309137	0x013F
0x81309138	0x0140
0x81309139	0x0141
0x81309230	0x0142
0x81309231	0x0143
0x81309232	0x0145
0x81309233	0x0146
0x81309234	0x0147
0x81309235	0x0149
0x81309236	0x014A
0x81309237	0x014B
0x81309238	0x014C
0x81309239	0x014E
0x81309330	0x014F
0x81309331	0x0150
0x81309332	0x0151
0x81309333	0x0152
0x81309334	0x0153
0x81309335	0x0154
0x81309336	0x0155
0x81309337	0x0156
0x81309338	0x0157
0x81309339	0x0158
0x81309430	0x0159
0x81309431	0x015A
0x81309432	0x015B
0x81309433	0x015C
0x81309434	0x015D
0x81309435	0x015E
0x81309436	0x015F
0x81309437	0x0160
0x81309438	0x0161
0x81309439	0x0162
0x81309530	0x0163
0x81309531	0x0164
0x81309532	0x0165
0x81309533	0x0166
0x81309534	0x0167
0x81309535	0x0168
0x81309536	0x0169
0x81309537	0x016A
0x81309538	0x016C
0x81309539	0x016D
0x81309630	0x016E
0x81309631	0x016F
0x81309632	0x0170
0x81309633	0x0171
0x81309634	0x0172
0x81309635	0x0173
0x81309636	0x0174
0x81309637	0x0175
0x81309638	0x0176
0x81309639	0x0177
0x81309730	0x0178
0x81309731	0x0179
0x81309732	0x017A
0x81309733	0x017B
0x81309734	0x017C
0x81309735	0x017D
0x81309736	0x017E
0x81309737	0x017F
0x81309738	0x0180
0x81309739	0x0181
0x81309830	0x0182
0x81309831	0x0183
0x81309832	0x0184
0x81309833	0x0185
0x81309834	0x0186
0x81309835	0x0187
0x81309836	0x0188
0x81309837	0x0189
0x81309838	0x018A
0x81309839	0x018B
0x81309930	0x018C
0x81309931	0x018D
0x81309932	0x018E
0x81309933	0x018F
0x81309934	0x0190
0x81309935	0x0191
0x81309936	0x0192
0x81309937	0x0193
0x81309938	0x0194
0x81309939	0x0195
0x81309A30	0x0196
0x81309A31	0x0197
0x81309A32	0x0198
0x81309A33	0x0199
0x81309A34	0x019A
0x81309A35	0x019B
0x81309A36	0x019C
0x81309A37	0x019D
0x81309A38	0x019E
0x81309A39	0x019F
0x81309B30	0x01A0
0x81309B31	0x01A1
0x81309B32	0x01A2
0x81309B33	0x01A3
0x81309B34	0x01A4
0x81309B35	0x01A5
0x81309B36	0x01A6
0x81309B37	0x01A7
0x81309B38	0x01A8
0x81309B39	0x01A9
0x81309C30	0x01AA
0x81309C31	0x01AB
0x81309C32	0x01AC
0x81309C33	0x01AD
0x81309C34	0x01AE
0x81309C35	0x01AF
0x81309C36	0x01B0
0x81309C37	0x01B1
0x81309C38	0x01B2
0x81309C39	0x01B3
0x81309D30	0x01B4
0x81309D31	0x01B5
0x81309D32	0x01B6
0x81309D33	0x01B7
0x81309D34	0x01B8
0x81309D35	0x01B9
0x81309D36	0x01BA
0x81309D37	0x01BB
0x81309D38	0x01BC
0x81309D39	0x01BD
0x81309E30	0x01BE
0x81309E31	0x01BF
0x81309E32	0x01C0
0x81309E33	0x01C1
0x81309E34	0x01C2
0x81309E35	0x01C3
0x81309E36	0x01C4
0x81309E37	0x01C5
0x81309E38	0x01C6
0x81309E39	0x01C7
0x81309F30	0x01C8
0x81309F31	0x01C9
0x81309F32	0x01CA
0x81309F33	0x01CB
0x81309F34	0x01CC
0x81309F35	0x01CD
0x81309F36	0x01CF
0x81309F37	0x01D1
0x81309F38	0x01D3
0x81309F39	0x01D5
0x8130A030	0x01D7
0x8130A031	0x01D9
0x8130A032	0x01DB
0x8130A033	0x01DD
0x8130A034	0x01DE
0x8130A035	0x01DF
0x8130A036	0x01E0
0x8130A037	0x01E1
0x8130A038	0x01E2
0x8130A039	0x01E3
0x8130A130	0x01E4
0x8130A131	0x01E5
0x8130A132	0x01E6
0x8130A133	0x01E7
0x8130A134	0x01E8
0x8130A135	0x01E9
0x8130A136	0x01EA
0x8130A137	0x01EB
0x8130A138	0x01EC
0x8130A139	0x01ED
0x8130A230	0x01EE
0x8130A231	0x01EF
0x8130A232	0x01F0
0x8130A233	0x01F1
0x8130A234	0x01F2
0x8130A235	0x01F3
0x8130A236	0x01F4
0x8130A237	0x01F5
0x8130A238	0x01F6
0x8130A239	0x01F7
0x8130A330	0x01F8
0x8130A331	0x01FA
0x8130A332	0x01FB
0x8130A333	0x01FC
0x8130A334	0x01FD
0x8130A335	0x01FE
0x8130A336	0x01FF
0x8130A337	0x0200
0x8130A338	0x0201
0x8130A339	0x0202
0x8130A430	0x0203
0x8130A431	0x0204
0x8130A432	0x0205
0x8130A433	0x0206
0x8130A434	0x0207
0x8130A435	0x0208
0x8130A436	0x0209
0x8130A437	0x020A
0x8130A438	0x020B
0x8130A439	0x020C
0x8130A530	0x020D
0x8130A531	0x020E
0x8130A532	0x020F
0x8130A533	0x0210
0x8130A534	0x0211
0x8130A535	0x0212
0x8130A536	0x0213
0x8130A537	0x0214
0x8130A538	0x0215
0x8130A539	0x0216
0x8130A630	0x0217
0x8130A631	0x0218
0x8130A632	0x0219
0x8130A633	0x021A
0x8130A634	0x021B
0x8130A635	0x021C
0x8130A636	0x021D
0x8130A637	0x021E
0x8130A638	0x021F
0x8130A639	0x0220
0x8130A730	0x0221
0x8130A731	0x0222
0x8130A732	0x0223
0x8130A733	0x0224
0x8130A734	0x0225
0x8130A735	0x0226
0x8130A736	0x0227
0x8130A737	0x0228
0x8130A738	0x0229
0x8130A739	0x022A
0x8130A830	0x022B
0x8130A831	0x022C
0x8130A832	0x022D
0x8130A833	0x022E
0x8130A834	0x022F
0x8130A835	0x0230
0x8130A836	0x0231
0x8130A837	0x0232
0x8130A838	0x0233
0x8130A839	0x0234
0x8130A930	0x0235
0x8130A931	0x0236
0x8130A932	0x0237
0x8130A933	0x0238
0x8130A934	0x0239
0x8130A935	0x023A
0x8130A936	0x023B
0x8130A937	0x023C
0x8130A938	0x023D
0x8130A939	0x023E
0x8130AA30	0x023F
0x8130AA31	0x0240
0x8130AA32	0x0241
0x8130AA33	0x0242
0x8130AA34	0x0243
0x8130AA35	0x0244
0x8130AA36	0x0245
0x8130AA37	0x0246
0x8130AA38	0x0247
0x8130AA39	0x0248
0x8130AB30	0x0249
0x8130AB31	0x024A
0x8130AB32	0x024B
0x8130AB33	0x024C
0x8130AB34	0x024D
0x8130AB35	0x024E
0x8130AB36	0x024F
0x8130AB37	0x0250
0x8130AB38	0x0252
0x8130AB39	0x0253
0x8130AC30	0x0254
0x8130AC31	0x0255
0x8130AC32	0x0256
0x8130AC33	0x0257
0x8130AC34	0x0258
0x8130AC35	0x0259
0x8130AC36	0x025A
0x8130AC37	0x025B
0x8130AC38	0x025C
0x8130AC39	0x025D
0x8130AD30	0x025E
0x8130AD31	0x025F
0x8130AD32	0x0260
0x8130AD33	0x0262
0x8130AD34	0x0263
0x8130AD35	0x0264
0x8130AD36	0x0265
0x8130AD37	0x0266
0x8130AD38	0x0267
0x8130AD39	0x0268
0x8130AE30	0x0269
0x8130AE31	0x026A
0x8130AE32	0x026B
0x8130AE33	0x026C
0x8130AE34	0x026D
0x8130AE35	0x026E
0x8130AE36	0x026F
0x8130AE37	0x0270
0x8130AE38	0x0271
0x8130AE39	0x0272
0x8130AF30	0x0273
0x8130AF31	0x0274
0x8130AF32	0x0275
0x8130AF33	0x0276
0x8130AF34	0x0277
0x8130AF35	0x0278
0x8130AF36	0x0279
0x8130AF37	0x027A
0x8130AF38	0x027B
0x8130AF39	0x027C
0x8130B030	0x027D
0x8130B031	0x027E
0x8130B032	0x027F
0x8130B033	0x0280
0x8130B034	0x0281
0x8130B035	0x0282
0x8130B036	0x0283
0x8130B037	0x0284
0x8130B038	0x0285
0x8130B039	0x0286
0x8130B130	0x0287
0x8130B131	0x0288
0x8130B132	0x0289
0x8130B133	0x028A
0x8130B134	0x028B
0x8130B135	0x028C
0x8130B136	0x028D
0x8130B137	0x028E
0x8130B138	0x028F
0x8130B139	0x0290
0x8130B230	0x0291
0x8130B231	0x0292
0x8130B232	0x0293
0x8130B233	0x0294
0x8130B234	0x0295
0x8130B235	0x0296
0x8130B236	0x0297
0x8130B237	0x0298
0x8130B238	0x0299
0x8130B239	0x029A
0x8130B330	0x029B
0x8130B331	0x029C
0x8130B332	0x029D
0x8130B333	0x029E
0x8130B334	0x029F
0x8130B335	0x02A0
0x8130B336	0x02A1
0x8130B337	0x02A2
0x8130B338	0x02A3
0x8130B339	0x02A4
0x8130B430	0x02A5
0x8130B431	0x02A6
0x8130B432	0x02A7
0x8130B433	0x02A8
0x8130B434	0x02A9
0x8130B435	0x02AA
0x8130B436	0x02AB
0x8130B437	0x02AC
0x8130B438	0x02AD
0x8130B439	0x02AE
0x8130B530	0x02AF
0x8130B531	0x02B0
0x8130B532	0x02B1
0x8130B533	0x02B2
0x8130B534	0x02B3
0x8130B535	0x02B4
0x8130B536	0x02B5
0x8130B537	0x02B6
0x8130B538	0x02B7
0x8130B539	0x02B8
0x8130B630	0x02B9
0x8130B631	0x02BA
0x8130B632	0x02BB
0x8130B633	0x02BC
0x8130B634	0x02BD
0x8130B635	0x02BE
0x8130B636	0x02BF
0x8130B637	0x02C0
0x8130B638	0x02C1
0x8130B639	0x02C2
0x8130B730	0x02C3
0x8130B731	0x02C4
0x8130B732	0x02C5
0x8130B733	0x02C6
0x8130B734	0x02C8
0x8130B735	0x02CC
0x8130B736	0x02CD
0x8130B737	0x02CE
0x8130B738	0x02CF
0x8130B739	0x02D0
0x8130B830	0x02D1
0x8130B831	0x02D2
0x8130B832	0x02D3
0x8130B833	0x02D4
0x8130B834	0x02D5
0x8130B835	0x02D6
0x8130B836	0x02D7
0x8130B837	0x02D8
0x8130B838	0x02DA
0x8130B839	0x02DB
0x8130B930	0x02DC
0x8130B931	0x02DD
0x8130B932	0x02DE
0x8130B933	0x02DF
0x8130B934	0x02E0
0x8130B935	0x02E1
0x8130B936	0x02E2
0x8130B937	0x02E3
0x8130B938	0x02E4
0x8130B939	0x02E5
0x8130BA30	0x02E6
0x8130BA31	0x02E7
0x8130BA32	0x02E8
0x8130BA33	0x02E9
0x8130BA34	0x02EA
0x8130BA35	0x02EB
0x8130BA36	0x02EC
0x8130BA37	0x02ED
0x8130BA38	0x02EE
0x8130BA39	0x02EF
0x8130BB30	0x02F0
0x8130BB31	0x02F1
0x8130BB32	0x02F2
0x8130BB33	0x02F3
0x8130BB34	0x02F4
0x8130BB35	0x02F5
0x8130BB36	0x02F6
0x8130BB37	0x02F7
0x8130BB38	0x02F8
0x8130BB39	0x02F9
0x8130BC30	0x02FA
0x8130BC31	0x02FB
0x8130BC32	0x02FC
0x8130BC33	0x02FD
0x8130BC34	0x02FE
0x8130BC35	0x02FF
0x8130BC36	0x0300
0x8130BC37	0x0301
0x8130BC38	0x0302
0x8130BC39	0x0303
0x8130BD30	0x0304
0x8130BD31	0x0305
0x8130BD32	0x0306
0x8130BD33	0x0307
0x8130BD34	0x0308
0x8130BD35	0x0309
0x8130BD36	0x030A
0x8130BD37	0x030B
0x8130BD38	0x030C
0x8130BD39	0x030D
0x8130BE30	0x030E
0x8130BE31	0x030F
0x8130BE32	0x0310
0x8130BE33	0x0311
0x8130BE34	0x0312
0x8130BE35	0x0313
0x8130BE36	0x0314
0x8130BE37	0x0315
0x8130BE38	0x0316
0x8130BE39	0x0317
0x8130BF30	0x0318
0x8130BF31	0x0319
0x8130BF32	0x031A
0x8130BF33	0x031B
0x8130BF34	0x031C
0x8130BF35	0x031D
0x8130BF36	0x031E
0x8130BF37	0x031F
0x8130BF38	0x0320
0x8130BF39	0x0321
0x8130C030	0x0322
0x8130C031	0x0323
0x8130C032	0x0324
0x8130C033	0x0325
0x8130C034	0x0326
0x8130C035	0x0327
0x8130C036	0x0328
0x8130C037	0x0329
0x8130C038	0x032A
0x8130C039	0x032B
0x8130C130	0x032C
0x8130C131	0x032D
0x8130C132	0x032E
0x8130C133	0x032F
0x8130C134	0x0330
0x8130C135	0x0331
0x8130C136	0x0332
0x8130C137	0x0333
0x8130C138	0x0334
0x8130C139	0x0335
0x8130C230	0x0336
0x8130C231	0x0337
0x8130C232	0x0338
0x8130C233	0x0339
0x8130C234	0x033A
0x8130C235	0x033B
0x8130C236	0x033C
0x8130C237	0x033D
0x8130C238	0x033E
0x8130C239	0x033F
0x8130C330	0x0340
0x8130C331	0x0341
0x8130C332	0x0342
0x8130C333	0x0343
0x8130C334	0x0344
0x8130C335	0x0345
0x8130C336	0x0346
0x8130C337	0x0347
0x8130C338	0x0348
0x8130C339	0x0349
0x8130C430	0x034A
0x8130C431	0x034B
0x8130C432	0x034C
0x8130C433	0x034D
0x8130C434	0x034E
0x8130C435	0x034F
0x8130C436	0x0350
0x8130C437	0x0351
0x8130C438	0x0352
0x8130C439	0x0353
0x8130C530	0x0354
0x8130C531	0x0355
0x8130C532	0x0356
0x8130C533	0x0357
0x8130C534	0x0358
0x8130C535	0x0359
0x8130C536	0x035A
0x8130C537	0x035B
0x8130C538	0x035C
0x8130C539	0x035D
0x8130C630	0x035E
0x8130C631	0x035F
0x8130C632	0x0360
0x8130C633	0x0361
0x8130C634	0x0362
0x8130C635	0x0363
0x8130C636	0x0364
0x8130C637	0x0365
0x8130C638	0x0366
0x8130C639	0x0367
0x8130C730	0x0368
0x8130C731	0x0369
0x8130C732	0x036A
0x8130C733	0x036B
0x8130C734	0x036C
0x8130C735	0x036D
0x8130C736	0x036E
0x8130C737	0x036F
0x8130C738	0x0370
0x8130C739	0x0371
0x8130C830	0x0372
0x8130C831	0x0373
0x8130C832	0x0374
0x8130C833	0x0375
0x8130C834	0x0376
0x8130C835	0x0377
0x8130C836	0x0378
0x8130C837	0x0379
0x8130C838	0x037A
0x8130C839	0x037B
0x8130C930	0x037C
0x8130C931	0x037D
0x8130C932	0x037E
0x8130C933	0x037F
0x8130C934	0x0380
0x8130C935	0x0381
0x8130C936	0x0382
0x8130C937	0x0383
0x8130C938	0x0384
0x8130C939	0x0385
0x8130CA30	0x0386
0x8130CA31	0x0387
0x8130CA32	0x0388
0x8130CA33	0x0389
0x8130CA34	0x038A
0x8130CA35	0x038B
0x8130CA36	0x038C
0x8130CA37	0x038D
0x8130CA38	0x038E
0x8130CA39	0x038F
0x8130CB30	0x0390
0x8130CB31	0x03A2
0x8130CB32	0x03AA
0x8130CB33	0x03AB
0x8130CB34	0x03AC
0x8130CB35	0x03AD
0x8130CB36	0x03AE
0x8130CB37	0x03AF
0x8130CB38	0x03B0
0x8130CB39	0x03C2
0x8130CC30	0x03CA
0x8130CC31	0x03CB
0x8130CC32	0x03CC
0x8130CC33	0x03CD
0x8130CC34	0x03CE
0x8130CC35	0x03CF
0x8130CC36	0x03D0
0x8130CC37	0x03D1
0x8130CC38	0x03D2
0x8130CC39	0x03D3
0x8130CD30	0x03D4
0x8130CD31	0x03D5
0x8130CD32	0x03D6
0x8130CD33	0x03D7
0x8130CD34	0x03D8
0x8130CD35	0x03D9
0x8130CD36	0x03DA
0x8130CD37	0x03DB
0x8130CD38	0x03DC
0x8130CD39	0x03DD
0x8130CE30	0x03DE
0x8130CE31	0x03DF
0x8130CE32	0x03E0
0x8130CE33	0x03E1
0x8130CE34	0x03E2
0x8130CE35	0x03E3
0x8130CE36	0x03E4
0x8130CE37	0x03E5
0x8130CE38	0x03E6
0x8130CE39	0x03E7
0x8130CF30	0x03E8
0x8130CF31	0x03E9
0x8130CF32	0x03EA
0x8130CF33	0x03EB
0x8130CF34	0x03EC
0x8130CF35	0x03ED
0x8130CF36	0x03EE
0x8130CF37	0x03EF
0x8130CF38	0x03F0
0x8130CF39	0x03F1
0x8130D030	0x03F2
0x8130D031	0x03F3
0x8130D032	0x03F4
0x8130D033	0x03F5
0x8130D034	0x03F6
0x8130D035	0x03F7
0x8130D036	0x03F8
0x8130D037	0x03F9
0x8130D038	0x03FA
0x8130D039	0x03FB
0x8130D130	0x03FC
0x8130D131	0x03FD
0x8130D132	0x03FE
0x8130D133	0x03FF
0x8130D134	0x0400
0x8130D135	0x0402
0x8130D136	0x0403
0x8130D137	0x0404
0x8130D138	0x0405
0x8130D139	0x0406
0x8130D230	0x0407
0x8130D231	0x0408
0x8130D232	0x0409
0x8130D233	0x040A
0x8130D234	0x040B
0x8130D235	0x040C
0x8130D236	0x040D
0x8130D237	0x040E
0x8130D238	0x040F
0x8130D239	0x0450
0x8130D330	0x0452
0x8130D331	0x0453
0x8130D332	0x0454
0x8130D333	0x0455
0x8130D334	0x0456
0x8130D335	0x0457
0x8130D336	0x0458
0x8130D337	0x0459
0x8130D338	0x045A
0x8130D339	0x045B
0x8130D430	0x045C
0x8130D431	0x045D
0x8130D432	0x045E
0x8130D433	0x045F
0x8130D434	0x0460
0x8130D435	0x0461
0x8130D436	0x0462
0x8130D437	0x0463
0x8130D438	0x0464
0x8130D439	0x0465
0x8130D530	0x0466
0x8130D531	0x0467
0x8130D532	0x0468
0x8130D533	0x0469
0x8130D534	0x046A
0x8130D535	0x046B
0x8130D536	0x046C
0x8130D537	0x046D
0x8130D538	0x046E
0x8130D539	0x046F
0x8130D630	0x0470
0x8130D631	0x0471
0x8130D632	0x0472
0x8130D633	0x0473
0x8130D634	0x0474
0x8130D635	0x0475
0x8130D636	0x0476
0x8130D637	0x0477
0x8130D638	0x0478
0x8130D639	0x0479
0x8130D730	0x047A
0x8130D731	0x047B
0x8130D732	0x047C
0x8130D733	0x047D
0x8130D734	0x047E
0x8130D735	0x047F
0x8130D736	0x0480
0x8130D737	0x0481
0x8130D738	0x0482
0x8130D739	0x0483
0x8130D830	0x0484
0x8130D831	0x0485
0x8130D832	0x0486
0x8130D833	0x0487
0x8130D834	0x0488
0x8130D835	0x0489
0x8130D836	0x048A
0x8130D837	0x048B
0x8130D838	0x048C
0x8130D839	0x048D
0x8130D930	0x048E
0x8130D931	0x048F
0x8130D932	0x0490
0x8130D933	0x0491
0x8130D934	0x0492
0x8130D935	0x0493
0x8130D936	0x0494
0x8130D937	0x0495
0x8130D938	0x0496
0x8130D939	0x0497
0x8130DA30	0x0498
0x8130DA31	0x0499
0x8130DA32	0x049A
0x8130DA33	0x049B
0x8130DA34	0x049C
0x8130DA35	0x049D
0x8130DA36	0x049E
0x8130DA37	0x049F
0x8130DA38	0x04A0
0x8130DA39	0x04A1
0x8130DB30	0x04A2
0x8130DB31	0x04A3
0x8130DB32	0x04A4
0x8130DB33	0x04A5
0x8130DB34	0x04A6
0x8130DB35	0x04A7
0x8130DB36	0x04A8
0x8130DB37	0x04A9
0x8130DB38	0x04AA
0x8130DB39	0x04AB
0x8130DC30	0x04AC
0x8130DC31	0x04AD
0x8130DC32	0x04AE
0x8130DC33	0x04AF
0x8130DC34	0x04B0
0x8130DC35	0x04B1
0x8130DC36	0x04B2
0x8130DC37	0x04B3
0x8130DC38	0x04B4
0x8130DC39	0x04B5
0x8130DD30	0x04B6
0x8130DD31	0x04B7
0x8130DD32	0x04B8
0x8130DD33	0x04B9
0x8130DD34	0x04BA
0x8130DD35	0x04BB
0x8130DD36	0x04BC
0x8130DD37	0x04BD
0x8130DD38	0x04BE
0x8130DD39	0x04BF
0x8130DE30	0x04C0
0x8130DE31	0x04C1
0x8130DE32	0x04C2
0x8130DE33	0x04C3
0x8130DE34	0x04C4
0x8130DE35	0x04C5
0x8130DE36	0x04C6
0x8130DE37	0x04C7
0x8130DE38	0x04C8
0x8130DE39	0x04C9
0x8130DF30	0x04CA
0x8130DF31	0x04CB
0x8130DF32	0x04CC
0x8130DF33	0x04CD
0x8130DF34	0x04CE
0x8130DF35	0x04CF
0x8130DF36	0x04D0
0x8130DF37	0x04D1
0x8130DF38	0x04D2
0x8130DF39	0x04D3
0x8130E030	0x04D4
0x8130E031	0x04D5
0x8130E032	0x04D6
0x8130E033	0x04D7
0x8130E034	0x04D8
0x8130E035	0x04D9
0x8130E036	0x04DA
0x8130E037	0x04DB
0x8130E038	0x04DC
0x8130E039	0x04DD
0x8130E130	0x04DE
0x8130E131	0x04DF
0x8130E132	0x04E0
0x8130E133	0x04E1
0x8130E134	0x04E2
0x8130E135	0x04E3
0x8130E136	0x04E4
0x8130E137	0x04E5
0x8130E138	0x04E6
0x8130E139	0x04E7
0x8130E230	0x04E8
0x8130E231	0x04E9
0x8130E232	0x04EA
0x8130E233	0x04EB
0x8130E234	0x04EC
0x8130E235	0x04ED
0x8130E236	0x04EE
0x8130E237	0x04EF
0x8130E238	0x04F0
0x8130E239	0x04F1
0x8130E330	0x04F2
0x8130E331	0x04F3
0x8130E332	0x04F4
0x8130E333	0x04F5
0x8130E334	0x04F6
0x8130E335	0x04F7
0x8130E336	0x04F8
0x8130E337	0x04F9
0x8130E338	0x04FA
0x8130E339	0x04FB
0x8130E430	0x04FC
0x8130E431	0x04FD
0x8130E432	0x04FE
0x8130E433	0x04FF
0x8130E434	0x0500
0x8130E435	0x0501
0x8130E436	0x0502
0x8130E437	0x0503
0x8130E438	0x0504
0x8130E439	0x0505
0x8130E530	0x0506
0x8130E531	0x0507
0x8130E532	0x0508
0x8130E533	0x0509
0x8130E534	0x050A
0x8130E535	0x050B
0x8130E536	0x050C
0x8130E537	0x050D
0x8130E538	0x050E
0x8130E539	0x050F
0x8130E630	0x0510
0x8130E631	0x0511
0x8130E632	0x0512
0x8130E633	0x0513
0x8130E634	0x0514
0x8130E635	0x0515
0x8130E636	0x0516
0x8130E637	0x0517
0x8130E638	0x0518
0x8130E639	0x0519
0x8130E730	0x051A
0x8130E731	0x051B
0x8130E732	0x051C
0x8130E733	0x051D
